#,Name,Team,IP,wFA/C,wFC/C,wFS/C,wSI/C,wCH/C,wSL/C,wCU/C,wCS/C,wKN/C,wSB/C,Year,YearDate
496,Tyler Kinley,COL,70.1,-0.63, , ,-3.58,1.22,0.68,-2.18, , , ,2021.0,2021-01-01
497,Adam Plutko,BAL,56.1,-0.64,-2.94, , , ,-4.00,0.02, , , ,2021.0,2021-01-01
498,Aaron Sanchez,SFG,35.1,-0.64, , ,1.31,-1.48, ,1.17, , , ,2021.0,2021-01-01
499,Mitch Keller,PIT,100.2,-0.65, , , ,-2.79,-0.13,-3.06, , , ,2021.0,2021-01-01
500,Tyler Rogers,SFG,81.0,-0.65, , ,0.51, ,2.41, , , , ,2021.0,2021-01-01
501,Francisco Perez,CLE,6.2,-0.65, , , ,-2.45,3.70, , , , ,2021.0,2021-01-01
502,Robert Stephenson,COL,46.0,-0.65,-4.00, , ,-1.63,0.92,0.38, , , ,2021.0,2021-01-01
503,Wade Davis,KCR,42.2,-0.66,-0.44, ,1.45,10.51, ,-1.75, , , ,2021.0,2021-01-01
504,J.D. Hammer,PHI,20.0,-0.66, , , , ,-0.17,-0.24, , , ,2021.0,2021-01-01
505,Trevor Stephan,CLE,63.1,-0.66, ,-0.88, , ,-0.42, , , , ,2021.0,2021-01-01
506,Jefry Rodriguez,WSN,24.1,-0.67, , ,-0.81,-16.85, ,0.30, , , ,2021.0,2021-01-01
507,Sam Howard,PIT,45.0,-0.67, , , ,-7.83,1.04, , , , ,2021.0,2021-01-01
508,Nicklaus Snyder,TEX,3.2,-0.67, , , , ,8.00, , , , ,2021.0,2021-01-01
509,Daniel Robertson,MIL,1.0,-0.67, , , , , , , , , ,2021.0,2021-01-01
510,Nick Tropeano,- - -,8.0,-0.68, ,-0.35,-4.60,4.40,1.88, , , , ,2021.0,2021-01-01
511,Conner Greene,- - -,25.1,-0.70, , , ,-0.03,-2.95,2.74, , , ,2021.0,2021-01-01
512,Connor Brogdon,PHI,57.2,-0.70,0.68, , ,2.92, , , , , ,2021.0,2021-01-01
513,Luke Jackson,ATL,63.2,-0.71,-6.53, , , ,2.35,1.56, , , ,2021.0,2021-01-01
514,Jimmy Lambert,CHW,13.0,-0.72, , , ,-2.62,-1.66,-1.93, , , ,2021.0,2021-01-01
515,Rafael Montero,- - -,49.1,-0.73, , ,0.69,-0.36,-1.14, , , , ,2021.0,2021-01-01
516,Yacksel Rios,- - -,27.1,-0.73, ,3.40,0.63,-4.59,-1.39, , , , ,2021.0,2021-01-01
517,Dillon Tate,BAL,67.2,-0.74, , ,-0.19,-0.32,1.14, , , , ,2021.0,2021-01-01
518,Vince Velasquez,- - -,94.1,-0.74, , ,-0.98,-1.91,-1.48,0.03, , , ,2021.0,2021-01-01
519,Merrill Kelly,ARI,158.0,-0.75,1.07, ,-0.43,0.47,10.94,0.43, , , ,2021.0,2021-01-01
520,Shohei Ohtani,LAA,130.1,-0.75,0.76,3.83,4.11, ,2.35,-2.54, , , ,2021.0,2021-01-01
521,Garrett Richards,BOS,136.2,-0.75, , ,4.29,-0.15,-0.83,-1.36, , , ,2021.0,2021-01-01
522,Marcus Stroman,NYM,179.0,-0.77,1.60,-6.53,0.63,0.69,0.78,1.65, , , ,2021.0,2021-01-01
523,Hunter Harvey,BAL,8.2,-0.77, , , ,-0.87,6.03,-0.81, , , ,2021.0,2021-01-01
524,Rex Brothers,CHC,53.0,-0.79, , , , ,1.17, , , , ,2021.0,2021-01-01
525,Matt Wisler,- - -,48.2,-0.79, , , , ,0.87, , , , ,2021.0,2021-01-01
526,Drew Smyly,ATL,126.2,-0.80,-0.84, , , , ,-0.09, , , ,2021.0,2021-01-01
527,Ian Krol,DET,18.2,-0.81,-1.73, ,2.12,-0.30, ,-1.17, , , ,2021.0,2021-01-01
528,A.J. Cole,TOR,8.0,-0.81,3.62, , ,1.06,5.12,-2.88, , , ,2021.0,2021-01-01
529,Conner Menez,SFG,14.0,-0.82, , , ,-9.18,-0.87,3.57, , , ,2021.0,2021-01-01
530,Matt Moore,PHI,73.0,-0.83,-2.82, , ,-0.96, ,-0.97, , , ,2021.0,2021-01-01
531,Ryan Weathers,SDP,94.2,-0.83, , ,3.85,-1.79,0.15, , , , ,2021.0,2021-01-01
532,Codi Heuer,- - -,67.1,-0.84, , , ,2.44,2.20, , , , ,2021.0,2021-01-01
533,Andre Scrubb,HOU,19.2,-0.84,-3.74, , , , ,0.18, , , ,2021.0,2021-01-01
534,Tyler Alexander,DET,106.1,-0.85,0.64, ,-1.49,-0.01,2.24, , , , ,2021.0,2021-01-01
535,Tony Gonsolin,LAD,55.2,-0.86, ,2.05, , ,0.59,1.26, , , ,2021.0,2021-01-01
536,Adbert Alzolay,CHC,125.2,-0.86,2.50, ,-1.17,2.00,0.88,-9.26, , , ,2021.0,2021-01-01
537,Ross Stripling,TOR,101.1,-0.86, , ,0.97,2.97,-1.58,-1.23, , , ,2021.0,2021-01-01
538,Matt Andriese,- - -,48.1,-0.86,-1.30, ,4.87,-0.96, ,-2.34, , , ,2021.0,2021-01-01
539,Jeff Hoffman,CIN,73.0,-0.87, ,0.08, , ,1.06,-1.40, , , ,2021.0,2021-01-01
540,Bryse Wilson,- - -,74.0,-0.88,7.21, ,0.21,-0.55,-4.27,-1.27, , , ,2021.0,2021-01-01
541,Hyeon-jong Yang,TEX,35.1,-0.89, , , ,-0.99,-3.18,-0.93, , , ,2021.0,2021-01-01
542,Carlos Estevez,COL,61.2,-0.92, , , ,1.77,-0.89, , , , ,2021.0,2021-01-01
543,Keynan Middleton,SEA,31.0,-0.92, , , ,3.19,0.66, , , , ,2021.0,2021-01-01
544,Carlos Martinez,STL,82.1,-0.93,-0.87, ,0.41,1.40,0.32,-3.58, , , ,2021.0,2021-01-01
545,Stephen Nogosek,NYM,3.0,-0.95, , , ,-4.02,-5.47,4.72, , , ,2021.0,2021-01-01
546,Anthony Kay,TOR,33.2,-0.95, , , ,-1.31,-1.46,-3.11, , , ,2021.0,2021-01-01
547,Jose Suarez,LAA,98.1,-0.96, , ,1.47,3.31, ,-0.07, , , ,2021.0,2021-01-01
548,Nick Neidert,MIA,35.2,-0.97, , , ,1.97,0.10,0.65, , , ,2021.0,2021-01-01
549,Brad Brach,CIN,30.0,-0.97,-2.18, ,-4.52,0.27,-3.04, , , , ,2021.0,2021-01-01
550,Chi Chi Gonzalez,COL,101.2,-0.98, , ,0.21,2.99,-2.44,-3.96, , , ,2021.0,2021-01-01
551,Kenta Maeda,MIN,106.1,-0.98, ,0.36,-3.55, ,0.58,1.45, , , ,2021.0,2021-01-01
552,Shane Greene,- - -,23.2,-1.01,1.56, ,-4.67,2.75,-1.44, , , , ,2021.0,2021-01-01
553,Austin Gomber,COL,115.1,-1.01, , , ,1.38,1.33,0.24, , , ,2021.0,2021-01-01
554,Pierce Johnson,SDP,58.2,-1.02, , , , , ,1.58, , , ,2021.0,2021-01-01
555,Ralph Garza,- - -,30.1,-1.02,0.81, ,-0.27,2.55,1.21,0.67, , , ,2021.0,2021-01-01
556,Austin Slater,SFG,0.1,-1.05, , , , , , , , , ,2021.0,2021-01-01
557,Jon Gray,COL,149.0,-1.05, , ,-19.52,-1.57,1.35,0.28, , , ,2021.0,2021-01-01
558,Trent Thornton,TOR,49.0,-1.05,-0.91,3.26,1.94, ,-1.58,-2.21, , , ,2021.0,2021-01-01
559,Art Warren,CIN,21.0,-1.06, , , , ,4.13, , , , ,2021.0,2021-01-01
560,Dean Kremer,BAL,53.2,-1.06, , ,-1.18,-5.79,-0.25,-2.79, , , ,2021.0,2021-01-01
561,Tejay Antone,CIN,33.2,-1.06, , , , ,2.80,4.60, , , ,2021.0,2021-01-01
562,Mike Baumann,BAL,10.0,-1.07, , , ,-2.35,-2.09,-11.97, , , ,2021.0,2021-01-01
563,Manuel Rodriguez,CHC,17.2,-1.07, , ,-1.09, ,0.71, , , , ,2021.0,2021-01-01
564,Patrick Corbin,WSN,171.2,-1.08,1.00, ,-0.28,-4.88,-0.28,-13.19, , , ,2021.0,2021-01-01
565,Sean Guenther,MIA,20.1,-1.10, , , ,-5.25,-1.54, , , , ,2021.0,2021-01-01
566,Aroldis Chapman,NYY,56.1,-1.12, ,4.58,6.13, ,0.94, , , , ,2021.0,2021-01-01
567,Ronald Bolanos,KCR,6.1,-1.13, , ,4.52,-4.97,3.33,3.03, , , ,2021.0,2021-01-01
568,Braxton Garrett,MIA,34.0,-1.15, , ,0.46,-1.98,-0.19,-2.38, , , ,2021.0,2021-01-01
569,Jon Lester,- - -,141.1,-1.16,-1.65, ,-0.48,0.79, ,-1.34, , , ,2021.0,2021-01-01
570,Jorge Lopez,BAL,121.2,-1.16, , ,-0.57,-1.42,0.68,-1.05, , , ,2021.0,2021-01-01
571,Reymin Guduan,OAK,14.1,-1.17, , , , ,-0.08, , , , ,2021.0,2021-01-01
572,Kyle Hendricks,CHC,181.0,-1.18, , ,-0.17,-0.81, ,-0.92, , , ,2021.0,2021-01-01
573,Sean Newcomb,ATL,32.1,-1.19, , , ,11.46,0.90,0.58, , , ,2021.0,2021-01-01
574,Jeremy Beasley,TOR,9.1,-1.20, ,-6.49, , ,2.52,-4.28, , , ,2021.0,2021-01-01
575,Kevin Ginkel,ARI,28.1,-1.20, , , ,-4.69,-1.21, , , , ,2021.0,2021-01-01
576,Tarik Skubal,DET,149.1,-1.20, ,-6.03,1.47,0.51,0.81,-1.19, , , ,2021.0,2021-01-01
577,Joe Ross,WSN,108.0,-1.21, , ,0.55,-3.78,0.63, , , , ,2021.0,2021-01-01
578,Cal Quantrill,CLE,149.2,-1.21,1.91, ,0.67,0.79,0.05,1.25, , , ,2021.0,2021-01-01
579,Jose Urena,DET,100.2,-1.21, , ,-0.99,-3.03,0.22, , , , ,2021.0,2021-01-01
580,Andre Jackson,LAD,11.2,-1.22, , , ,1.91,-0.53,-3.73, , , ,2021.0,2021-01-01
581,Carlos Carrasco,NYM,53.2,-1.22, , ,-1.12,-2.18,-0.60,3.84, , , ,2021.0,2021-01-01
582,Justin Wilson,- - -,34.0,-1.22,1.64, , , ,0.31, , , , ,2021.0,2021-01-01
583,Kyle Keller,PIT,33.1,-1.24, , , , , ,-1.05, , , ,2021.0,2021-01-01
584,David Phelps,TOR,10.1,-1.24,2.32, ,-1.79,6.28, ,4.68, , , ,2021.0,2021-01-01
585,Jordan Lyles,TEX,180.0,-1.25, , ,1.57,-0.37,0.13,-1.73, , , ,2021.0,2021-01-01
586,Raynel Espinal,BOS,2.0,-1.25, , , ,1.51, , , , , ,2021.0,2021-01-01
587,Neftali Feliz,- - -,4.0,-1.27, , , ,-12.97,0.35, , , , ,2021.0,2021-01-01
588,Tanner Rainey,WSN,31.2,-1.27, , , , ,0.40, , , , ,2021.0,2021-01-01
589,Shelby Miller,- - -,12.2,-1.29,0.17, , , ,-8.00, , , , ,2021.0,2021-01-01
590,Amir Garrett,CIN,47.2,-1.34, , ,-0.99, ,0.66, , , , ,2021.0,2021-01-01
591,Wes Benjamin,TEX,22.2,-1.34,0.23, , ,-2.48, ,-5.19, , , ,2021.0,2021-01-01
592,Vladimir Gutierrez,CIN,114.0,-1.38, , , ,1.86,-0.39,-0.91, , , ,2021.0,2021-01-01
593,Andrew Kittredge,TBR,71.2,-1.38,3.62, ,1.16,-24.72,1.67, , , , ,2021.0,2021-01-01
594,Cam Bedrosian,- - -,25.0,-1.38, ,1.69, , ,-5.67,-2.83, , , ,2021.0,2021-01-01
595,Adam Wainwright,STL,206.1,-1.40,0.31, ,2.10,0.19, ,1.35, , , ,2021.0,2021-01-01
596,Devin Williams,MIL,54.0,-1.41, , , ,2.13,-1.58, , , , ,2021.0,2021-01-01
597,Jason Adam,CHC,10.2,-1.42, , , ,-3.80,2.45,-1.86, , , ,2021.0,2021-01-01
598,Mike Foltynewicz,TEX,139.0,-1.42, , ,-0.12,-1.51,-0.61,-0.88, , , ,2021.0,2021-01-01
599,Ryan Meisinger,CHC,7.1,-1.42, , ,-1.90,-2.15,-3.80, , , , ,2021.0,2021-01-01
600,Zac Rosscup,COL,3.0,-1.43, , , , ,-3.80,-1.75, , , ,2021.0,2021-01-01
601,Austin Adams,SDP,52.2,-1.43, , , , ,0.77, , , , ,2021.0,2021-01-01
602,Hans Crouse,PHI,7.0,-1.44, , , ,-1.27,0.98, , , , ,2021.0,2021-01-01
603,Daniel Lynch,KCR,68.0,-1.44, , ,-0.30,-2.49,0.77,3.76, , , ,2021.0,2021-01-01
604,Josiah Gray,- - -,70.2,-1.45, , , ,-2.48,0.84,0.52, , , ,2021.0,2021-01-01
605,Josh Taylor,BOS,47.2,-1.46, , ,-1.53, ,2.30,2.39, , , ,2021.0,2021-01-01
606,Ben Rowen,LAA,11.1,-1.47, , ,-1.98, ,0.18, , , , ,2021.0,2021-01-01
607,Zac Lowther,BAL,29.2,-1.47, , , ,-3.91,0.16,2.27, , , ,2021.0,2021-01-01
608,Matt Shoemaker,MIN,60.1,-1.49, ,-0.56,-4.30, ,-1.03,-8.09, , , ,2021.0,2021-01-01
609,Dallas Keuchel,CHW,162.0,-1.50,-0.93, ,-0.56,-0.21,-2.94, , , , ,2021.0,2021-01-01
610,Alexander Wells,BAL,42.2,-1.51, , , ,-1.22,2.02,-3.45, , , ,2021.0,2021-01-01
611,Kyle Wright,ATL,6.1,-1.51, , ,-1.38,-6.15,-6.07,-1.84, , , ,2021.0,2021-01-01
612,Lewis Thorpe,MIN,15.1,-1.51, , , ,4.84,0.78,3.26, , , ,2021.0,2021-01-01
613,Griffin Canning,LAA,62.2,-1.52, , , ,0.22,-0.99,-2.24, , , ,2021.0,2021-01-01
614,Buck Farmer,DET,35.1,-1.53, , ,10.93,-1.15,-0.50, , , , ,2021.0,2021-01-01
615,Tyler Zuber,KCR,27.1,-1.54, , , ,1.03,0.64,0.31, , , ,2021.0,2021-01-01
616,Trevor Megill,CHC,23.2,-1.55, , , , ,-3.47,-2.49, , , ,2021.0,2021-01-01
617,Chris Archer,TBR,19.1,-1.55, , , ,7.13,-0.16, , , , ,2021.0,2021-01-01
618,Daniel Ponce de Leon,STL,33.1,-1.57,-0.84, ,-41.21,0.96, ,0.46, , , ,2021.0,2021-01-01
619,Jandel Gustave,MIL,18.1,-1.57, , ,0.53, ,3.03, , , , ,2021.0,2021-01-01
620,Oliver Ortega,LAA,9.1,-1.58, , , , , ,1.47, , , ,2021.0,2021-01-01
621,Jose Alvarado,PHI,55.2,-1.59, , ,-0.14, ,2.17,-2.32, , , ,2021.0,2021-01-01
622,Derek Law,MIN,15.0,-1.61, , ,4.71,-10.27,0.17,-1.92, , , ,2021.0,2021-01-01
623,Charlie Barnes,MIN,38.0,-1.61, , , ,-0.57,0.07,-1.79, , , ,2021.0,2021-01-01
624,Alex Colome,MIN,65.0,-1.62,0.20, , , , , , , , ,2021.0,2021-01-01
625,Glenn Otto,TEX,23.1,-1.62, , , ,-5.13,-0.28,0.82, , , ,2021.0,2021-01-01
626,Domingo German,NYY,98.1,-1.64, , ,-2.07,2.21, ,1.35, , , ,2021.0,2021-01-01
627,Eric Hanhold,BAL,10.1,-1.66, , ,-4.84,3.82,0.98, , , , ,2021.0,2021-01-01
628,Beau Burrows,- - -,11.0,-1.69,-7.95, , ,-7.36, ,4.76, , , ,2021.0,2021-01-01
629,Adrian Morejon,SDP,4.2,-1.69, ,-5.30,-0.66, ,11.15,0.49, , , ,2021.0,2021-01-01
630,Chase De Jong,PIT,43.2,-1.71, , , ,-3.71,-1.36,-0.15, , , ,2021.0,2021-01-01
631,Zach Plesac,CLE,142.2,-1.71, , , ,0.70,1.83,1.55, , , ,2021.0,2021-01-01
632,Justin Turner,LAD,1.0,-1.71, , , ,-3.58, , , , , ,2021.0,2021-01-01
633,Ervin Santana,KCR,65.1,-1.72, , ,1.87,-9.55,1.94, , , , ,2021.0,2021-01-01
634,Roansy Contreras,PIT,3.0,-1.72, , , ,-6.53,5.35,2.22, , , ,2021.0,2021-01-01
635,Mason Thompson,- - -,24.2,-1.72, , ,-1.13,-1.93,-2.29, , , , ,2021.0,2021-01-01
636,Tommy Nance,CHC,28.2,-1.72, , ,1.09, ,3.13,-3.11, , , ,2021.0,2021-01-01
637,Dinelson Lamet,SDP,47.0,-1.72, , ,-5.68,-8.97,1.54, , , , ,2021.0,2021-01-01
638,Logan Allen,CLE,50.1,-1.74, , ,1.21,-1.17,0.30,-0.02, , , ,2021.0,2021-01-01
639,Jhon Romero,WSN,4.0,-1.74, , , ,1.54,0.49, , , , ,2021.0,2021-01-01
640,Scott Blewett,KCR,5.0,-1.75,2.10, ,1.45,5.58,-1.67, , , , ,2021.0,2021-01-01
641,Garrett Cleavinger,LAD,18.0,-1.76, , ,-17.73, ,0.89, , , , ,2021.0,2021-01-01
642,Wily Peralta,DET,93.2,-1.76, ,3.59,-0.02, ,-1.93, , , , ,2021.0,2021-01-01
643,Jackson Kowar,KCR,30.1,-1.77, , , ,-3.49,-1.23,-1.77, , , ,2021.0,2021-01-01
644,Michael Feliz,- - -,20.0,-1.78, , , ,-0.34,0.82, , , , ,2021.0,2021-01-01
645,Isaac Mattson,BAL,4.1,-1.79, , , ,8.20,5.80,-7.87, , , ,2021.0,2021-01-01
646,Bryan Garcia,DET,39.1,-1.80, , , ,-3.97,-0.22, , , , ,2021.0,2021-01-01
647,Yoan Lopez,ARI,12.1,-1.80, , , , ,-3.17, , , , ,2021.0,2021-01-01
648,Aaron Civale,CLE,124.1,-1.80,2.99,-1.00,-1.83, ,-0.60,1.94, , , ,2021.0,2021-01-01
649,JC Mejia,CLE,52.1,-1.83, , ,-0.78,-4.05,0.03,0.94, , , ,2021.0,2021-01-01
650,David Hale,PHI,26.2,-1.85, , ,-2.00,0.96,0.95, , , , ,2021.0,2021-01-01
651,Brad Keller,KCR,133.2,-1.85, , ,-0.30,-4.06,-0.28, , , , ,2021.0,2021-01-01
652,Dan Winkler,CHC,39.2,-1.88,0.05, ,-2.36,-4.02,0.25, , , , ,2021.0,2021-01-01
653,Tucker Davidson,ATL,20.0,-1.89, , , ,1.54,3.20,-0.24, , , ,2021.0,2021-01-01
654,Enyel De Los Santos,- - -,35.1,-1.89, , , ,-0.77,-0.36, , , , ,2021.0,2021-01-01
655,Brooks Raley,HOU,49.0,-1.91,-0.02, ,-0.63,-1.75,2.39,0.76, , , ,2021.0,2021-01-01
656,Tyler Webb,STL,16.1,-1.91, , ,0.14,-4.53, ,-1.42, , , ,2021.0,2021-01-01
657,Geoff Hartlieb,- - -,9.0,-1.92, , ,-1.36, ,-2.00, , , , ,2021.0,2021-01-01
658,Justus Sheffield,SEA,80.1,-1.97, , ,-1.48,-1.37,-1.46, , , , ,2021.0,2021-01-01
659,Junior Fernandez,STL,20.2,-1.97, , , ,0.67,0.90, , , , ,2021.0,2021-01-01
660,Kyle Cody,TEX,11.1,-1.98, , ,-9.34,2.50,-1.56, , , , ,2021.0,2021-01-01
661,Daniel Bard,COL,65.2,-1.99, , ,-2.71,-6.36,1.21, , , , ,2021.0,2021-01-01
662,Darien Nunez,LAD,7.2,-1.99, , , ,-3.24,8.54, , , , ,2021.0,2021-01-01
663,Edwin Uceta,LAD,20.1,-2.03, , , ,1.66,-2.89, , , , ,2021.0,2021-01-01
664,Max Kranick,PIT,38.2,-2.04, , , ,-0.03,0.17,0.23, , , ,2021.0,2021-01-01
665,Ben Bowden,COL,35.2,-2.04, , , ,-1.05,1.12, , , , ,2021.0,2021-01-01
666,Dennis Santana,- - -,54.2,-2.05, , ,1.11,-0.59,1.26, , , , ,2021.0,2021-01-01
667,Luke Farrell,MIN,24.2,-2.07, , , ,-1.25,0.50,-3.69, , , ,2021.0,2021-01-01
668,Jimmy Herget,- - -,18.2,-2.09, , ,0.64,0.94,-1.10,0.56, , , ,2021.0,2021-01-01
669,Alex Lange,DET,35.2,-2.09,-0.77, , ,2.31, ,0.17, , , ,2021.0,2021-01-01
670,Matt Harvey,BAL,127.2,-2.12, , ,0.71,1.76,-1.77,-2.17, , , ,2021.0,2021-01-01
671,Cody Stashak,MIN,15.2,-2.13, , , ,-23.48,1.42, , , , ,2021.0,2021-01-01
672,Junior Guerra,LAA,65.1,-2.15, ,0.74,0.01, ,0.60,-0.17, , , ,2021.0,2021-01-01
673,Anthony Bass,MIA,61.1,-2.15, ,-18.57,-0.55, ,0.88, , , , ,2021.0,2021-01-01
674,Stephen Ridings,NYY,5.0,-2.16, , , , ,9.87, , , , ,2021.0,2021-01-01
675,Janson Junk,LAA,16.1,-2.18, , , ,-4.35,4.86,-4.28, , , ,2021.0,2021-01-01
676,Andrew Miller,STL,36.0,-2.20, , ,-2.00, ,-0.46, , , , ,2021.0,2021-01-01
677,Brandon Waddell,- - -,9.1,-2.21, , ,4.23,-0.48,-4.35, , , , ,2021.0,2021-01-01
678,Grant Dayton,ATL,13.0,-2.21, , , , , ,0.73, , , ,2021.0,2021-01-01
679,Enoli Paredes,HOU,8.2,-2.23, , , ,-6.65,0.54,-15.96, , , ,2021.0,2021-01-01
680,Edgar Garcia,- - -,14.2,-2.24, , ,-2.02,-7.24,-2.46, , , , ,2021.0,2021-01-01
681,Wil Crowe,PIT,116.2,-2.24, , ,0.30,-0.06,-0.15,-2.12, , , ,2021.0,2021-01-01
682,Taylor Williams,- - -,11.2,-2.24, , ,-2.29, ,0.83, , , , ,2021.0,2021-01-01
683,Jovani Moran,MIN,8.0,-2.26, , , ,1.82,-4.97, , , , ,2021.0,2021-01-01
684,Taylor Clarke,ARI,43.1,-2.28, , , ,3.20,1.91,-5.63, , , ,2021.0,2021-01-01
685,John Axford,MIL,0.1,-2.29, , ,-3.84, , ,-20.52, , , ,2021.0,2021-01-01
686,Patrick Weigel,MIL,4.0,-2.30, , ,-10.94,-6.02,2.89,0.27, , , ,2021.0,2021-01-01
687,Connor Seabold,BOS,3.0,-2.30, , , ,-14.81,10.54,4.11, , , ,2021.0,2021-01-01
688,Brandyn Sittinger,ARI,4.2,-2.30, , , , ,-8.36, , , , ,2021.0,2021-01-01
689,Joe Smith,- - -,39.2,-2.36, , ,1.14,4.03,-1.03, , , , ,2021.0,2021-01-01
690,Elieser Hernandez,MIA,51.2,-2.36, , ,3.86,1.01,-0.03, , , , ,2021.0,2021-01-01
691,Joely Rodriguez,- - -,46.1,-2.37, , ,-0.67,1.50,-1.32, , , , ,2021.0,2021-01-01
692,Chad Kuhl,PIT,80.1,-2.43, , ,-0.88,1.52,0.84,0.16, , , ,2021.0,2021-01-01
693,Sean Nolin,WSN,26.2,-2.44, , , ,1.20,-0.26,-1.06, , , ,2021.0,2021-01-01
694,Alec Mills,CHC,119.0,-2.44, , ,0.97,-0.59,0.19,-1.53, , , ,2021.0,2021-01-01
695,Ryan Hendrix,CIN,31.2,-2.44, , , ,12.67,0.07, , , , ,2021.0,2021-01-01
696,Anthony Bender,MIA,61.1,-2.44, , ,1.09,-12.22,0.86, , , , ,2021.0,2021-01-01
697,Matt Peacock,ARI,86.1,-2.47, , ,-0.52,-4.27,-1.28, , , , ,2021.0,2021-01-01
698,Kohl Stewart,CHC,13.2,-2.47,2.31, ,-5.38,-1.56,2.48,0.26, , , ,2021.0,2021-01-01
699,Dusten Knight,BAL,8.2,-2.48, , , ,3.55,-10.60,-3.92, , , ,2021.0,2021-01-01
700,Adonis Medina,PHI,7.2,-2.48,-0.38, ,-6.72,5.07,-0.75, , , , ,2021.0,2021-01-01
701,Javy Guerra,SDP,3.2,-2.52, , ,-0.17, ,-2.82, , , , ,2021.0,2021-01-01
702,Kyle Nelson,CLE,9.2,-2.52,1.39, , , ,-1.51, , , , ,2021.0,2021-01-01
703,Luis Frias,ARI,3.1,-2.53, , , ,5.34,16.00,1.72, , , ,2021.0,2021-01-01
704,Sal Romano,- - -,25.0,-2.54, , ,-0.64, ,-2.30,0.39, , , ,2021.0,2021-01-01
705,Spenser Watkins,BAL,54.2,-2.54, , , ,-2.96,-0.14,-4.35, , , ,2021.0,2021-01-01
706,Jace Peterson,MIL,2.0,-2.57, , , , , , , , , ,2021.0,2021-01-01
707,Chase Anderson,PHI,48.0,-2.58,0.03, ,-3.73,1.37, ,-4.71, , , ,2021.0,2021-01-01
708,Sam Hentges,CLE,68.2,-2.61, , ,-1.73,-3.77,-0.55,1.12, , , ,2021.0,2021-01-01
709,JoJo Romero,PHI,9.0,-2.62,-4.97, ,-1.80,-2.72,-4.15, , , , ,2021.0,2021-01-01
710,Andrew Albers,MIN,19.0,-2.62, , ,-1.63,-0.13,-4.16,-7.54, , , ,2021.0,2021-01-01
711,Jesus Luzardo,- - -,95.1,-2.63, , ,-1.53,-0.88,0.72,-28.94, , , ,2021.0,2021-01-01
712,Luis Oviedo,PIT,29.2,-2.63, , , ,-0.37,0.12,-0.21, , , ,2021.0,2021-01-01
713,David Hess,- - -,20.0,-2.63,-2.54, , ,8.64,-7.18,-6.53, , , ,2021.0,2021-01-01
714,Anthony Swarzak,- - -,12.1,-2.64, , ,6.40, ,-3.13, , , , ,2021.0,2021-01-01
715,Josh James,HOU,5.0,-2.67, , , ,5.56,1.91, , , , ,2021.0,2021-01-01
716,Kyle Ryan,CHC,13.1,-2.71,-4.37, ,-1.56, ,4.16, , , , ,2021.0,2021-01-01
717,Daniel Castano,MIA,20.1,-2.71,1.43, ,-4.52,-1.66,2.25, , , , ,2021.0,2021-01-01
718,Brandon Workman,- - -,28.0,-2.74,-0.52, , , , ,-1.39, , , ,2021.0,2021-01-01
719,Ryan Hartman,HOU,2.1,-2.76, , , ,-0.66,7.66,11.03, , , ,2021.0,2021-01-01
720,Hoby Milner,MIL,21.2,-2.76, , ,7.73,-4.29, ,-0.50, , , ,2021.0,2021-01-01
721,Jon Duplantier,ARI,13.0,-2.76, , ,-5.77,-2.92,2.80,-4.03, , , ,2021.0,2021-01-01
722,Zach Thompson,MIA,75.0,-2.76,3.12, ,0.22,1.58, ,-0.09, , , ,2021.0,2021-01-01
723,Jake Faria,ARI,32.2,-2.78, ,1.85, , ,4.63,-0.76, , , ,2021.0,2021-01-01
724,Jake Cousins,MIL,30.0,-2.80, , ,1.54,-20.37,2.85, , , , ,2021.0,2021-01-01
725,Cory Abbott,CHC,17.1,-2.81, , , ,2.89,-5.77,2.56, , , ,2021.0,2021-01-01
726,Clay Holmes,- - -,70.0,-2.85, , ,1.37, ,1.58,-1.53, , , ,2021.0,2021-01-01
727,Aaron Slegers,LAA,31.0,-2.89, , ,-4.42,1.12,1.11, , , , ,2021.0,2021-01-01
728,Matt Strahm,SDP,6.2,-2.89, , ,-1.98,-11.00,0.56,0.12, , , ,2021.0,2021-01-01
729,Mauricio Llovera,PHI,6.2,-2.90, , , ,-22.28,-0.14, , , , ,2021.0,2021-01-01
730,Hunter Wood,TEX,5.0,-2.91,2.04, , ,-2.62, ,5.51, , , ,2021.0,2021-01-01
731,Packy Naughton,LAA,22.2,-2.92, , ,4.82,-0.95,-3.80,0.69, , , ,2021.0,2021-01-01
732,Justin Miller,- - -,19.0,-2.92, , ,1.83,4.11,1.15, , , , ,2021.0,2021-01-01
733,Austin Pruitt,- - -,7.1,-2.94, , , ,-19.83,5.65,0.51, , , ,2021.0,2021-01-01
734,Kohei Arihara,TEX,40.2,-2.94,-1.19,-5.68,1.32,0.02,-1.17,-5.91, , , ,2021.0,2021-01-01
735,Reid Detmers,LAA,20.2,-2.94, , , ,-11.67,0.68,0.10, , , ,2021.0,2021-01-01
736,Sandy Leon,MIA,6.0,-3.03, , , , , , , , , ,2021.0,2021-01-01
737,Matt Bush,TEX,4.0,-3.07, , , , ,-4.21,1.25, , , ,2021.0,2021-01-01
738,Jesse Biddle,ATL,10.2,-3.09, , ,-4.58, ,4.44,0.53, , , ,2021.0,2021-01-01
