Name,Team,Type,CSW%,F-Strike%,RE24,WAR,K-BB%,CSW%Diff,F-Strike%Diff,RE24Diff
Ty Blach,COL,Reliever,29.683333333333334,70.73333333333333,-0.63,0.05,10.016666666666667,-0.0,-0.0,-0.0
Tyler Alexander,DET,Starter,24.06,66.36,-2.732,-0.02,8.64,-0.0,-0.0,-0.0
Tyler Anderson,LAD,Starter,28.08333333333333,65.06666666666666,4.841666666666666,0.6666666666666666,14.916666666666666,-0.0,-0.0,-0.0
Tyler Beede,SFG,Reliever,17.3,51.4,0.5,0.0,-5.7,-0.0,-0.0,-0.0
Tyler Beede,- - -,Reliever,27.5,70.3,-5.55,-0.1,0.0,7.824999999999999,2.2749999999999986,-0.62
Tyler Beede,PIT,Reliever,25.125,53.675,-0.12,-0.05,5.5,-2.375,-16.625,5.43
Tyler Clippard,WSN,Reliever,23.9,40.5,-0.755,-0.1,4.75,-0.0,-0.0,-0.0
Tyler Cyr,PHI,Reliever,0.0,33.3,-0.9,-0.1,0.0,-0.0,-0.0,-0.0
Tyler Cyr,OAK,Reliever,27.9,57.7,3.11,0.1,21.2,27.9,24.400000000000006,4.01
Tyler Danish,BOS,Reliever,26.44,50.32,-0.976,-0.06,10.48,-0.0,-0.0,-0.0
Tyler Duffey,MIN,Reliever,25.36,58.55999999999999,-1.216,-0.08,12.12,-0.0,-0.0,-0.0
Tyler Gilbert,ARI,Reliever,25.025,56.125,-1.0125,-0.0499999999999999,7.625,-0.0,-0.0,-0.0
Tyler Glasnow,TBR,Reliever,31.6,73.1,2.3,0.1,30.8,-0.0,-0.0,-0.0
Tyler Holton,ARI,Reliever,26.775,66.875,0.3575,-0.025,11.25,-0.0,-0.0,-0.0
Tyler Kinley,COL,Reliever,29.266666666666666,56.633333333333326,2.69,0.3,20.566666666666663,-0.0,-0.0,-0.0
Tyler Mahle,CIN,Starter,28.425,61.2,1.2225,0.5750000000000001,16.475,-0.0,-0.0,-0.0
Tyler Mahle,MIN,Starter,21.9,55.45,-0.1,-0.05,7.7,-6.525000000000002,-5.75,-1.3225
Tyler Matzek,ATL,Reliever,24.52,55.32000000000001,0.8540000000000001,-0.02,1.4999999999999996,-0.0,-0.0,-0.0
Tyler Rogers,SFG,Reliever,29.516666666666666,64.93333333333334,-0.1199999999999998,0.0833333333333333,9.25,-0.0,-0.0,-0.0
Tyler Thornburg,ATL,Reliever,25.25,57.35,-1.25,0.05,10.4,-0.0,-0.0,-0.0
Tyler Thornburg,MIN,Reliever,20.8,52.5,1.1,-0.2,-5.0,-4.449999999999999,-4.850000000000001,2.35
Tyler Wells,BAL,Starter,26.56,61.1,0.376,0.2,10.72,-0.0,-0.0,-0.0
Tylor Megill,NYM,Reliever,25.225,59.775,-0.57,0.175,18.225,-0.0,-0.0,-0.0
Tyson Miller,TEX,Reliever,24.15,57.35,-4.73,-0.05,-5.15,-0.0,-0.0,-0.0
Victor Arano,WSN,Reliever,27.71666666666667,63.41666666666666,-1.7083333333333333,0.05,13.716666666666669,-0.0,-0.0,-0.0
Victor Caratini,MIL,Reliever,7.1,42.9,-2.53,0.0,-14.3,-0.0,-0.0,-0.0
Vince Velasquez,CHW,Reliever,28.133333333333336,61.8,-1.5649999999999995,0.0833333333333333,12.216666666666669,-0.0,-0.0,-0.0
Vinny Nittoli,PHI,Reliever,25.0,37.5,0.97,0.0,0.0,-0.0,-0.0,-0.0
Vladimir Gutierrez,CIN,Reliever,22.166666666666668,44.13333333333333,-4.55,-0.1666666666666666,-0.6999999999999996,-0.0,-0.0,-0.0
Wade Miley,CHC,Reliever,28.933333333333334,67.13333333333334,-0.7633333333333335,0.1666666666666666,8.066666666666666,-0.0,-0.0,-0.0
Walker Buehler,LAD,Starter,26.066666666666663,60.833333333333336,0.7466666666666667,0.3333333333333333,17.433333333333334,-0.0,-0.0,-0.0
Wandy Peralta,NYY,Reliever,27.8,59.21666666666667,1.5650000000000002,0.15,13.8,-0.0,-0.0,-0.0
Whit Merrifield,TOR,Reliever,30.8,66.7,-1.53,-0.1,0.0,-0.0,-0.0,-0.0
Wil Crowe,PIT,Reliever,27.15,57.05,-0.3566666666666666,-0.0166666666666666,8.6,-0.0,-0.0,-0.0
Wil Myers,SDP,Reliever,21.8,60.23333333333333,-0.4733333333333333,-0.0666666666666666,0.0,-0.0,-0.0,-0.0
Will Smith,ATL,Reliever,28.95,62.6,-1.5075,-0.075,11.6,-0.0,-0.0,-0.0
Will Smith,HOU,Reliever,33.95,72.15,0.995,0.15,22.35,5.0000000000000036,9.550000000000004,2.5025
Will Vest,DET,Reliever,27.266666666666666,62.05,-0.0866666666666666,0.0666666666666666,17.066666666666666,-0.0,-0.0,-0.0
William Woods,ATL,Reliever,29.3,37.5,0.5,0.0,12.5,-0.0,-0.0,-0.0
Willians Astudillo,MIA,Reliever,12.9,45.85,0.51,0.0,-29.15,-0.0,-0.0,-0.0
Wily Peralta,DET,Reliever,24.48,57.66,0.91,0.02,3.6599999999999993,-0.0,-0.0,-0.0
Wyatt Mills,KCR,Reliever,30.866666666666664,60.8,-0.6933333333333334,0.0333333333333333,18.3,-0.0,-0.0,-0.0
Wyatt Mills,SEA,Reliever,23.0,48.1,-0.6299999999999999,0.0,5.75,-7.866666666666664,-12.699999999999996,0.06333333333333346
Xzavion Curry,CLE,Reliever,25.200000000000003,57.55,-0.885,-0.05,-5.45,-0.0,-0.0,-0.0
Yadier Molina,STL,Reliever,17.5,48.55,-1.54,-0.05,10.0,-0.0,-0.0,-0.0
Yency Almonte,LAD,Reliever,33.9,63.580000000000005,2.456,0.12,15.080000000000002,-0.0,-0.0,-0.0
Yennier Cano,BAL,Reliever,25.0,66.7,-4.49,0.0,7.4,-0.0,-0.0,-0.0
Yennier Cano,MIN,Reliever,28.23333333333333,55.26666666666667,-2.053333333333333,-0.1,2.566666666666667,3.2333333333333307,-11.43333333333333,2.4366666666666674
Yerry De Los Santos,PIT,Reliever,29.9,67.65,-1.8075,0.0,13.2,-0.0,-0.0,-0.0
Yerry Rodriguez,TEX,Reliever,16.7,75.0,0.47,0.0,25.0,-0.0,-0.0,-0.0
Yimi Garcia,TOR,Reliever,27.516666666666666,61.866666666666674,1.04,0.1333333333333333,18.2,-0.0,-0.0,-0.0
Yoan Lopez,NYM,Reliever,28.52,56.84,-0.546,-0.02,13.12,-0.0,-0.0,-0.0
Yohan Ramirez,SEA,Reliever,30.4,55.0,-2.42,-0.3,10.0,-0.0,-0.0,-0.0
Yohan Ramirez,PIT,Reliever,26.35,57.75,1.81,0.05,5.95,-0.3999999999999986,8.600000000000001,2.38
Yohan Ramirez,CLE,Reliever,30.0,63.6,-0.04,0.0,0.0,3.6499999999999986,5.850000000000001,-1.85
Yolmer Sanchez,BOS,Reliever,0.0,83.3,-0.48,0.0,0.0,-0.0,-0.0,-0.0
Yonny Chirinos,TBR,Reliever,27.0,70.0,2.77,0.2,16.7,-0.0,-0.0,-0.0
Yu Chang,TBR,Reliever,15.4,45.5,-2.11,-0.1,0.0,-0.0,-0.0,-0.0
Yu Darvish,SDP,Starter,29.633333333333336,63.6,4.9383333333333335,0.7166666666666667,20.28333333333333,-0.0,-0.0,-0.0
Yunior Marte,SFG,Reliever,27.683333333333334,61.31666666666666,-1.4883333333333333,-0.0166666666666666,8.9,-0.0,-0.0,-0.0
Yusei Kikuchi,TOR,Starter,28.03333333333333,58.333333333333336,-3.283333333333333,-0.0666666666666666,13.0,-0.0,-0.0,-0.0
Zac Gallen,ARI,Starter,27.616666666666664,63.5,6.446666666666666,0.7333333333333334,19.73333333333333,-0.0,-0.0,-0.0
Zac Lowther,BAL,Reliever,25.0,46.4,-4.92,0.0,-3.6,-0.0,-0.0,-0.0
Zach Davies,ARI,Starter,26.78,55.74,0.3279999999999999,0.1399999999999999,8.440000000000001,-0.0,-0.0,-0.0
Zach Eflin,PHI,Starter,29.0,69.425,0.3999999999999999,0.35,18.9,-0.0,-0.0,-0.0
Zach Jackson,OAK,Reliever,29.860000000000003,51.88,0.174,0.18,17.619999999999997,-0.0,-0.0,-0.0
Zach Logue,OAK,Reliever,22.32,51.24,-4.093999999999999,-0.0399999999999999,6.26,-0.0,-0.0,-0.0
Zach Plesac,CLE,Starter,24.016666666666666,60.333333333333336,-1.515,0.15,9.383333333333333,-0.0,-0.0,-0.0
Zach Pop,MIA,Reliever,25.9,62.333333333333336,0.8433333333333334,0.1333333333333333,18.73333333333333,-0.0,-0.0,-0.0
Zach Pop,TOR,Reliever,23.85,58.25,1.98,0.1,10.5,-2.049999999999997,-4.083333333333336,1.1366666666666667
Zach Thompson,PIT,Starter,26.633333333333336,64.33333333333333,-2.605,0.0666666666666666,8.049999999999999,-0.0,-0.0,-0.0
Zack Britton,NYY,Reliever,23.1,33.3,-3.23,-0.2,-55.6,-0.0,-0.0,-0.0
Zack Greinke,KCR,Starter,24.98333333333333,65.06666666666666,0.3699999999999999,0.3333333333333333,8.366666666666667,-0.0,-0.0,-0.0
Zack Kelly,BOS,Reliever,34.25,72.8,-0.08,0.0,28.75,-0.0,-0.0,-0.0
Zack Littell,SFG,Reliever,26.96666666666667,61.28333333333333,-0.8283333333333335,-0.0333333333333333,12.133333333333333,-0.0,-0.0,-0.0
Zack Thompson,STL,Reliever,28.65,55.125,1.26,0.025,9.6,-0.0,-0.0,-0.0
Zack Weiss,LAA,Reliever,33.0,48.2,-0.96,0.0,19.6,-0.0,-0.0,-0.0
Zack Wheeler,PHI,Starter,27.366666666666664,66.91666666666667,3.78,0.7166666666666667,21.183333333333334,-0.0,-0.0,-0.0
