Name,Team,CSW%,F-Strike%,RE24,WAR,K-BB%,Type,NewTeamDeadline22,CSW%Diff,F-Strike%Diff,RE24Diff,WARDiff,K-BB%Diff
Roansy Contreras,PIT,30.03333333,61.15,0.256666667,0.183333333,13.13333333,Starter,No,0,0,0,0,0
Rob Zastryzny,LAA,21.6,41.7,0.97,0,8.3,Reliever,Yes,0,0,0,0,0
Rob Zastryzny,NYM,23.8,50,0.09,0,25,Reliever,Yes,2.2,8.3,-0.88,0,16.7
Robbie Erlin,LAD,17.5,77.8,-1.03,-0.1,0,Reliever,No,0,0,0,0,0
Robbie Ray,SEA,26.51666667,64.35,0.348333333,0.3,19.66666667,Starter,No,0,0,0,0,0
Robert Dugger,CIN,29.6,48.55,-0.725,-0.05,5.7,Reliever,Yes,0,0,0,0,0
Robert Dugger,- - -,28.8,50,-2.65,0.1,28.9,Reliever,Yes,-0.8,1.45,-1.925,0.15,23.2
Robert Gsellman,CHC,23.7,64.1,-2.3,0,9.4,Reliever,No,0,0,0,0,0
Robert Stephenson,PIT,38.3,67.4,2.47,0.2,34.8,Reliever,Yes,0,0,0,0,0
Robert Stephenson,COL,26.125,59.45,-0.1525,0.025,9.125,Reliever,Yes,-7.9,1.5,-5.54,-0.2,-21.5
Robert Stephenson,- - -,30.4,68.9,-3.07,0,13.3,Reliever,Yes,4.275,9.45,-2.9175,-0.025,4.175
Robert Suarez,SDP,25.5,65.16,2.13,0.12,15.7,Reliever,No,0,0,0,0,0
Roenis Elias,SEA,23.35,72.3,0.125,0,7.5,Reliever,No,0,0,0,0,0
Ron Marinaccio,NYY,31.08333333,58.36666667,1.301666667,0.066666667,18.93333333,Reliever,No,0,0,0,0,0
Ronald Bolanos,KCR,24.7,58.8,-0.42,-0.066666667,-5.333333333,Reliever,No,0,0,0,0,0
Ronel Blanco,HOU,23.3,62.5,-3.26,-0.1,9.4,Reliever,No,0,0,0,0,0
Ronny Henriquez,MIN,23.2,54,1.62,0,12,Reliever,No,0,0,0,0,0
Rony Garcia,DET,20.975,59.125,-0.4125,0.05,13.55,Reliever,No,0,0,0,0,0
Ross Detwiler,CIN,27.325,55.9,-0.705,-0.025,14.35,Reliever,No,0,0,0,0,0
Ross Stripling,TOR,27.83333333,70.13333333,2.556666667,0.533333333,17.21666667,Starter,No,0,0,0,0,0
Rowan Wick,CHC,27.53333333,59.26666667,-1.518333333,-0.033333333,15.06666667,Reliever,No,0,0,0,0,0
Ryan Borucki,SEA,23.56666667,56.63333333,-0.336666667,-0.066666667,10.46666667,Reliever,Yes,0,0,0,0,0
Ryan Borucki,TOR,29.1,53.7,-3.485,-0.1,5.55,Reliever,Yes,5.533333333,-2.933333333,-3.148333333,-0.033333333,-4.916666667
Ryan Brasier,BOS,28.28333333,67.45,-2.225,0.133333333,19.65,Reliever,No,0,0,0,0,0
Ryan Burr,CHW,22.5,43.9,-1.87,-0.15,4.55,Reliever,No,0,0,0,0,0
Ryan Castellani,OAK,17.8,72.7,-0.67,0.1,9.1,Reliever,No,0,0,0,0,0
Ryan Feltner,COL,26.31666667,60.88333333,-1.546666667,0.1,12.3,Starter,No,0,0,0,0,0
Ryan Helsley,STL,33.26666667,62.6,3.711666667,0.316666667,33.85,Reliever,No,0,0,0,0,0
Ryan Hendrix,CIN,31.93333333,48.53333333,-0.233333333,0,10,Reliever,No,0,0,0,0,0
Ryan McKenna,BAL,16.1,70,-3.79,0,-10,Reliever,No,0,0,0,0,0
Ryan Pepiot,LAD,27.6,62.675,0.2025,0,11.25,Reliever,No,0,0,0,0,0
Ryan Pressly,HOU,32.76666667,66.73333333,1.041666667,0.233333333,26.38333333,Reliever,No,0,0,0,0,0
Ryan Tepera,LAA,26.35,58.63333333,-0.22,-4.63E-18,10.63333333,Reliever,No,0,0,0,0,0
Ryan Thompson,TBR,30.68,58.72,-1.446,0.08,15.76,Reliever,No,0,0,0,0,0
Ryan Weathers,SDP,20.2,47.6,-2.39,0,-4.8,Reliever,No,0,0,0,0,0
Ryan Weber,NYY,29.5,75.26666667,1.35,-0.033333333,5.8,Reliever,No,0,0,0,0,0
Ryan Yarbrough,TBR,25.38,69.36,-1.084,0.06,9.22,Reliever,No,0,0,0,0,0
Ryne Nelson,ARI,27.7,53.6,5,0.3,14.5,Reliever,No,0,0,0,0,0
Ryne Stanek,HOU,28.71666667,59.81666667,2.166666667,0.166666667,13.6,Reliever,No,0,0,0,0,0
Sam Clay,NYM,48,83.3,-0.5,0,16.7,Reliever,Yes,0,0,0,0,0
Sam Clay,WSN,25.5,53.35,-1.485,-0.1,-14.15,Reliever,Yes,-22.5,-29.95,-0.985,-0.1,-30.85
Sam Coonrod,PHI,22.9,63.1,-2.44,0,10.85,Reliever,No,0,0,0,0,0
Sam Hentges,CLE,30.06666667,60.68333333,2.165,0.183333333,22.4,Reliever,No,0,0,0,0,0
Sam Howard,PIT,25.9,75,-1.49,-0.2,-25,Reliever,No,0,0,0,0,0
Sam Moll,OAK,29.06666667,52.28333333,0.613333333,-0.033333333,11.16666667,Reliever,No,0,0,0,0,0
Sam Selman,OAK,30.85,56.86666667,-0.643333333,-0.05,18.03333333,Reliever,No,0,0,0,0,0
Sammy Long,SFG,28.22,59.72,-0.832,-0.04,8.9,Reliever,No,0,0,0,0,0
Sandy Alcantara,MIA,27.4,62.43333333,6.881666667,0.983333333,17.45,Starter,No,0,0,0,0,0
Sandy Leon,CLE,29.4,66.7,0.96,0,0,Reliever,No,0,0,0,0,0
Scott Alexander,SFG,30.9,69.05,4.01,0.15,19.4,Reliever,No,0,0,0,0,0
Scott Barlow,KCR,32.96666667,61.18333333,2.151666667,0.133333333,18.91666667,Reliever,No,0,0,0,0,0
Scott Effross,CHC,31.025,66,2.2925,0.3,22.625,Reliever,Yes,0,0,0,0,0
Scott Effross,NYY,30.65,65.15,1.665,0.05,14.65,Reliever,Yes,-0.375,-0.85,-0.6275,-0.25,-7.975
Sean Doolittle,WSN,38.2,76.5,4.4,0.3,35.3,Reliever,No,0,0,0,0,0
Sean Hjelle,SFG,27.8,55.475,-1.1375,0.025,22.6,Reliever,No,0,0,0,0,0
Sean Manaea,SDP,27.51666667,63.66666667,-2.805,0.183333333,15.91666667,Starter,No,0,0,0,0,0
Sean Newcomb,CHC,26.6,56.1,-2.05,-0.15,11.85,Reliever,Yes,0,0,0,0,0
Sean Newcomb,- - -,24,48.6,-6.58,-0.2,2.7,Reliever,Yes,-2.6,-7.5,-4.53,-0.05,-9.15
Sean Poppen,ARI,27.98,59.52,0.384,-0.06,7.8,Reliever,No,0,0,0,0,0
Sean Reid-Foley,NYM,29.1,65.9,-3.75,-0.1,2.3,Reliever,No,0,0,0,0,0
Seranthony Dominguez,PHI,28,59.68333333,1.286666667,0.183333333,20.15,Reliever,No,0,0,0,0,0
Sergio Romo,SEA,26.53333333,64.53333333,-1.826666667,-0.166666667,16.86666667,Reliever,Yes,0,0,0,0,0
Sergio Romo,TOR,26.7,42.9,-1.33,-0.1,7.1,Reliever,Yes,0.166666667,-21.63333333,0.496666667,0.066666667,-9.766666667
Seth Lugo,NYM,29.03333333,60.81666667,0.331666667,0.066666667,18.2,Reliever,No,0,0,0,0,0
Seth Martinez,HOU,27.95,67.41666667,1.561666667,0.066666667,13.9,Reliever,No,0,0,0,0,0
Shane Baz,TBR,29.45,58.8,-0.9,0.1,17.6,Reliever,No,0,0,0,0,0
Shane Bieber,CLE,31.43333333,66.25,4.456666667,0.816666667,20,Starter,No,0,0,0,0,0
Shane Greene,NYY,16.7,60,-1.51,-0.1,0,Reliever,Yes,0,0,0,0,0
Shane Greene,LAD,23.1,87.5,0.94,0,12.5,Reliever,Yes,6.4,27.5,2.45,0.1,12.5
Shane McClanahan,TBR,32.13333333,62.53333333,3.896666667,0.6,23.23333333,Starter,No,0,0,0,0,0
Shaun Anderson,TOR,28.6,85.7,-1.49,0,0,Reliever,No,0,0,0,0,0
Shawn Armstrong,TBR,29.62,62.92,-0.458,0.06,22.3,Reliever,Yes,0,0,0,0,0
Shawn Armstrong,MIA,21.1,52.9,-6.26,0,5.9,Reliever,Yes,-8.52,-10.02,-5.802,-0.06,-16.4
Shelby Miller,SFG,36.2,70,-0.02,0.4,36.7,Reliever,No,0,0,0,0,0
Sheldon Neuse,OAK,18.33333333,47.76666667,0.703333333,0,0,Reliever,No,0,0,0,0,0
Shohei Ohtani,LAA,32.15,60.95,5.441666667,0.95,27.21666667,Starter,No,0,0,0,0,0
Silvino Bracho,ATL,24.5,73.2,-0.625,-0.05,10.7,Reliever,No,0,0,0,0,0
Simeon Woods Richardson,MIN,19.8,70,-0.69,0,5,Reliever,No,0,0,0,0,0
Sonny Gray,MIN,29.15,62.16666667,1.98,0.4,15.4,Starter,No,0,0,0,0,0
Spencer Howard,TEX,27,58.26666667,-5.65,-0.2,14.13333333,Reliever,No,0,0,0,0,0
Spencer Patton,TEX,25.2,44.8,0.21,-0.1,6.9,Reliever,No,0,0,0,0,0
Spencer Strider,ATL,31.26666667,59.8,4.633333333,0.833333333,28.96666667,Starter,No,0,0,0,0,0
Spenser Watkins,BAL,25.71666667,65.78333333,-1.428333333,0.183333333,6.9,Starter,No,0,0,0,0,0
Stephen Nogosek,NYM,24.64,63.16,0.062,-0.04,23.56,Reliever,No,0,0,0,0,0
Stephen Strasburg,WSN,32.5,60.9,-4.83,0,13,Reliever,No,0,0,0,0,0
Steve Cishek,WSN,29.38333333,59.83333333,-0.983333333,-0.033333333,16.1,Reliever,No,0,0,0,0,0
Steven Brault,CHC,25.85,43.25,-1.525,0.05,7.55,Reliever,No,0,0,0,0,0
Steven Matz,STL,32.925,63.8,-1.5425,0.175,20.175,Reliever,No,0,0,0,0,0
Steven Okert,MIA,30.28333333,54.75,0.725,-0.016666667,16.38333333,Reliever,No,0,0,0,0,0
Steven Wilson,SDP,28.56666667,59.96666667,-0.278333333,0.033333333,14.35,Reliever,No,0,0,0,0,0
T.J. McFarland,STL,19.52,53.66,-1.844,-0.08,-1.42,Reliever,No,0,0,0,0,0
T.J. Zeuch,CIN,22.8,59.4,-11.38,-0.5,-3.1,Reliever,No,0,0,0,0,0
Taijuan Walker,NYM,27.13333333,58.65,2.073333333,0.433333333,12.55,Starter,No,0,0,0,0,0
Tanner Banks,CHW,28.45,70.85,0.163333333,0.05,16.13333333,Reliever,No,0,0,0,0,0
Tanner Houck,BOS,27.98,47.5,1.818,0.16,13.8,Reliever,No,0,0,0,0,0
Tanner Rainey,WSN,29.1,56.775,-0.0075,0.025,18.3,Reliever,No,0,0,0,0,0
Tanner Scott,MIA,31.55,54.46666667,-1.205,0.1,17.01666667,Reliever,No,0,0,0,0,0
Tanner Tully,CLE,22.16666667,49.96666667,-0.386666667,-0.033333333,-9.566666667,Reliever,No,0,0,0,0,0
Tarik Skubal,DET,28.24,65.88,0.702,0.6,16.74,Starter,No,0,0,0,0,0
Tayler Saucedo,TOR,22.9,53.3,-4.31,-0.4,-6.7,Reliever,No,0,0,0,0,0
Tayler Scott,SDP,32.2,55.55,-1.925,0.05,10.65,Reliever,No,0,0,0,0,0
Taylor Clarke,KCR,24.35,69.01666667,-0.891666667,0.133333333,25.75,Reliever,No,0,0,0,0,0
Taylor Hearn,TEX,26.08333333,64.5,-1.538333333,0.166666667,14,Starter,No,0,0,0,0,0
Taylor Rogers,SDP,33.075,66.95,-0.45,0.325,22.525,Reliever,Yes,0,0,0,0,0
Taylor Rogers,MIL,37.4,71.95,-2.81,-0.1,27.4,Reliever,Yes,4.325,5,-2.36,-0.425,4.875
Taylor Widener,ARI,20.4,64.725,-0.7075,0,5.5,Reliever,No,0,0,0,0,0
Thomas Hatch,TOR,21.1,76.9,-7.76,-0.3,7.7,Reliever,No,0,0,0,0,0
Thomas Szapucki,SFG,28.1,65.05,0.585,0,27.35,Reliever,Yes,0,0,0,0,0
Thomas Szapucki,NYM,20.4,53.8,-8.31,-0.4,-7.7,Reliever,Yes,-7.7,-11.25,-8.895,-0.4,-35.05
Tim Hill,SDP,24.18333333,54.23333333,0.708333333,0.066666667,5.3,Reliever,No,0,0,0,0,0
Tim Mayza,TOR,28.66666667,63.93333333,0.696666667,0.016666667,16.53333333,Reliever,No,0,0,0,0,0
Tommy Henry,ARI,25.55,58.7,-1.855,-0.15,8.55,Reliever,No,0,0,0,0,0
Tommy Hunter,NYM,24.925,68.875,0.5575,-0.025,18.5,Reliever,No,0,0,0,0,0
Tommy Kahnle,LAD,28.75,72.5,0.855,0,22.75,Reliever,No,0,0,0,0,0
Tommy Milone,SEA,23.25,69.95,-1.125,-0.15,-0.5,Reliever,No,0,0,0,0,0
Tommy Nance,MIA,30.92,59.66,-1.606,0.04,18.64,Reliever,No,0,0,0,0,0
Tommy Romero,TBR,34.5,72.25,-1.115,-0.15,13.85,Reliever,Yes,0,0,0,0,0
Tommy Romero,WSN,22,60.9,-6.43,-0.4,-8.7,Reliever,Yes,-12.5,-11.35,-5.315,-0.25,-22.55
Tony Gonsolin,LAD,28.78333333,62.06666667,5.273333333,0.433333333,18.76666667,Starter,No,0,0,0,0,0
Tony Santillan,CIN,25.26666667,48.63333333,-1.636666667,0.066666667,4.533333333,Reliever,No,0,0,0,0,0
Touki Toussaint,LAA,26.06666667,43.93333333,-1.033333333,0,13.43333333,Reliever,No,0,0,0,0,0
Travis Lakins Sr.,BAL,23.45,53.1,-4.055,-0.15,3.55,Reliever,No,0,0,0,0,0
Trent Thornton,TOR,26.16666667,66.58333333,0.916666667,-0.016666667,7.983333333,Reliever,No,0,0,0,0,0
Trevor Gott,MIL,27.11666667,55.43333333,0.418333333,-0.016666667,16,Reliever,No,0,0,0,0,0
Trevor Kelley,MIL,26.58,52.02,-0.68,-0.12,10.44,Reliever,No,0,0,0,0,0
Trevor May,NYM,27.875,51.775,-0.2375,0,11.55,Reliever,No,0,0,0,0,0
Trevor Megill,MIN,27.06,62.44,-1.28,0.06,16.52,Reliever,No,0,0,0,0,0
Trevor Richards,TOR,28.71666667,53.45,-1.91,0.016666667,16.61666667,Reliever,No,0,0,0,0,0
Trevor Rogers,MIA,26.5,61.96666667,-2.981666667,0.15,14.33333333,Starter,No,0,0,0,0,0
Trevor Stephan,CLE,31.65,64.28333333,0.68,0.3,24.36666667,Reliever,No,0,0,0,0,0
Trevor Williams,NYM,24.56666667,67.88333333,0.301666667,0.1,14.21666667,Reliever,No,0,0,0,0,0
Triston McKenzie,CLE,27.18333333,62.33333333,4.31,0.616666667,19.16666667,Starter,No,0,0,0,0,0
Tucker Barnhart,DET,29.4,60,-0.52,0,0,Reliever,No,0,0,0,0,0
Tucker Davidson,LAA,24.45,50.35,-5.295,-0.2,0.75,Reliever,Yes,0,0,0,0,0
Tucker Davidson,ATL,26.8,59.2,-1.36,0.05,-2.6,Reliever,Yes,2.35,8.85,3.935,0.25,-3.35
Ty Blach,COL,29.68333333,70.73333333,-0.63,0.05,10.01666667,Reliever,No,0,0,0,0,0
Tyler Alexander,DET,24.06,66.36,-2.732,-0.02,8.64,Starter,No,0,0,0,0,0
Tyler Anderson,LAD,28.08333333,65.06666667,4.841666667,0.666666667,14.91666667,Starter,No,0,0,0,0,0
Tyler Beede,SFG,17.3,51.4,0.5,0,-5.7,Reliever,Yes,0,0,0,0,0
Tyler Beede,- - -,27.5,70.3,-5.55,-0.1,0,Reliever,Yes,7.825,2.275,-0.62,-0.05,11.2
Tyler Beede,PIT,25.125,53.675,-0.12,-0.05,5.5,Reliever,Yes,-2.375,-16.625,5.43,0.05,5.5
Tyler Clippard,WSN,23.9,40.5,-0.755,-0.1,4.75,Reliever,No,0,0,0,0,0
Tyler Cyr,PHI,0,33.3,-0.9,-0.1,0,Reliever,Yes,0,0,0,0,0
Tyler Cyr,OAK,27.9,57.7,3.11,0.1,21.2,Reliever,Yes,27.9,24.4,4.01,0.2,21.2
Tyler Danish,BOS,26.44,50.32,-0.976,-0.06,10.48,Reliever,No,0,0,0,0,0
Tyler Duffey,MIN,25.36,58.56,-1.216,-0.08,12.12,Reliever,No,0,0,0,0,0
Tyler Gilbert,ARI,25.025,56.125,-1.0125,-0.05,7.625,Reliever,No,0,0,0,0,0
Tyler Glasnow,TBR,31.6,73.1,2.3,0.1,30.8,Reliever,No,0,0,0,0,0
Tyler Holton,ARI,26.775,66.875,0.3575,-0.025,11.25,Reliever,No,0,0,0,0,0
Tyler Kinley,COL,29.26666667,56.63333333,2.69,0.3,20.56666667,Reliever,No,0,0,0,0,0
Tyler Mahle,CIN,28.425,61.2,1.2225,0.575,16.475,Starter,Yes,0,0,0,0,0
Tyler Mahle,MIN,21.9,55.45,-0.1,-0.05,7.7,Starter,Yes,-6.525,-5.75,-1.3225,-0.625,-8.775
Tyler Matzek,ATL,24.52,55.32,0.854,-0.02,1.5,Reliever,No,0,0,0,0,0
Tyler Rogers,SFG,29.51666667,64.93333333,-0.12,0.083333333,9.25,Reliever,No,0,0,0,0,0
Tyler Thornburg,ATL,25.25,57.35,-1.25,0.05,10.4,Reliever,Yes,0,0,0,0,0
Tyler Thornburg,MIN,20.8,52.5,1.1,-0.2,-5,Reliever,Yes,-4.45,-4.85,2.35,-0.25,-15.4
Tyler Wells,BAL,26.56,61.1,0.376,0.2,10.72,Starter,No,0,0,0,0,0
Tylor Megill,NYM,25.225,59.775,-0.57,0.175,18.225,Reliever,No,0,0,0,0,0
Tyson Miller,TEX,24.15,57.35,-4.73,-0.05,-5.15,Reliever,No,0,0,0,0,0
Victor Arano,WSN,27.71666667,63.41666667,-1.708333333,0.05,13.71666667,Reliever,No,0,0,0,0,0
Victor Caratini,MIL,7.1,42.9,-2.53,0,-14.3,Reliever,No,0,0,0,0,0
Vince Velasquez,CHW,28.13333333,61.8,-1.565,0.083333333,12.21666667,Reliever,No,0,0,0,0,0
Vinny Nittoli,PHI,25,37.5,0.97,0,0,Reliever,No,0,0,0,0,0
Vladimir Gutierrez,CIN,22.16666667,44.13333333,-4.55,-0.166666667,-0.7,Reliever,No,0,0,0,0,0
Wade Miley,CHC,28.93333333,67.13333333,-0.763333333,0.166666667,8.066666667,Reliever,No,0,0,0,0,0
Walker Buehler,LAD,26.06666667,60.83333333,0.746666667,0.333333333,17.43333333,Starter,No,0,0,0,0,0
Wandy Peralta,NYY,27.8,59.21666667,1.565,0.15,13.8,Reliever,No,0,0,0,0,0
Whit Merrifield,TOR,30.8,66.7,-1.53,-0.1,0,Reliever,No,0,0,0,0,0
Wil Crowe,PIT,27.15,57.05,-0.356666667,-0.016666667,8.6,Reliever,No,0,0,0,0,0
Wil Myers,SDP,21.8,60.23333333,-0.473333333,-0.066666667,0,Reliever,No,0,0,0,0,0
Will Smith,ATL,28.95,62.6,-1.5075,-0.075,11.6,Reliever,Yes,0,0,0,0,0
Will Smith,HOU,33.95,72.15,0.995,0.15,22.35,Reliever,Yes,5,9.55,2.5025,0.225,10.75
Will Vest,DET,27.26666667,62.05,-0.086666667,0.066666667,17.06666667,Reliever,No,0,0,0,0,0
William Woods,ATL,29.3,37.5,0.5,0,12.5,Reliever,No,0,0,0,0,0
Willians Astudillo,MIA,12.9,45.85,0.51,0,-29.15,Reliever,No,0,0,0,0,0
Wily Peralta,DET,24.48,57.66,0.91,0.02,3.66,Reliever,No,0,0,0,0,0
Wyatt Mills,KCR,30.86666667,60.8,-0.693333333,0.033333333,18.3,Reliever,Yes,0,0,0,0,0
Wyatt Mills,SEA,23,48.1,-0.63,0,5.75,Reliever,Yes,-7.866666667,-12.7,0.063333333,-0.033333333,-12.55
Xzavion Curry,CLE,25.2,57.55,-0.885,-0.05,-5.45,Reliever,No,0,0,0,0,0
Yadier Molina,STL,17.5,48.55,-1.54,-0.05,10,Reliever,No,0,0,0,0,0
Yency Almonte,LAD,33.9,63.58,2.456,0.12,15.08,Reliever,No,0,0,0,0,0
Yennier Cano,BAL,25,66.7,-4.49,0,7.4,Reliever,Yes,0,0,0,0,0
Yennier Cano,MIN,28.23333333,55.26666667,-2.053333333,-0.1,2.566666667,Reliever,Yes,3.233333333,-11.43333333,2.436666667,-0.1,-4.833333333
Yerry De Los Santos,PIT,29.9,67.65,-1.8075,0,13.2,Reliever,No,0,0,0,0,0
Yerry Rodriguez,TEX,16.7,75,0.47,0,25,Reliever,No,0,0,0,0,0
Yimi Garcia,TOR,27.51666667,61.86666667,1.04,0.133333333,18.2,Reliever,No,0,0,0,0,0
Yoan Lopez,NYM,28.52,56.84,-0.546,-0.02,13.12,Reliever,No,0,0,0,0,0
Yohan Ramirez,SEA,30.4,55,-2.42,-0.3,10,Reliever,Yes,0,0,0,0,0
Yohan Ramirez,PIT,26.35,57.75,1.81,0.05,5.95,Reliever,Yes,-0.4,8.6,2.38,0.3,-10
Yohan Ramirez,CLE,30,63.6,-0.04,0,0,Reliever,Yes,3.65,5.85,-1.85,-0.05,-5.95
Yolmer Sanchez,BOS,0,83.3,-0.48,0,0,Reliever,No,0,0,0,0,0
Yonny Chirinos,TBR,27,70,2.77,0.2,16.7,Reliever,No,0,0,0,0,0
Yu Chang,TBR,15.4,45.5,-2.11,-0.1,0,Reliever,No,0,0,0,0,0
Yu Darvish,SDP,29.63333333,63.6,4.938333333,0.716666667,20.28333333,Starter,No,0,0,0,0,0
Yunior Marte,SFG,27.68333333,61.31666667,-1.488333333,-0.016666667,8.9,Reliever,No,0,0,0,0,0
Yusei Kikuchi,TOR,28.03333333,58.33333333,-3.283333333,-0.066666667,13,Starter,No,0,0,0,0,0
Zac Gallen,ARI,27.61666667,63.5,6.446666667,0.733333333,19.73333333,Starter,No,0,0,0,0,0
Zac Lowther,BAL,25,46.4,-4.92,0,-3.6,Reliever,No,0,0,0,0,0
Zach Davies,ARI,26.78,55.74,0.328,0.14,8.44,Starter,No,0,0,0,0,0
Zach Eflin,PHI,29,69.425,0.4,0.35,18.9,Starter,No,0,0,0,0,0
Zach Jackson,OAK,29.86,51.88,0.174,0.18,17.62,Reliever,No,0,0,0,0,0
Zach Logue,OAK,22.32,51.24,-4.094,-0.04,6.26,Reliever,No,0,0,0,0,0
Zach Plesac,CLE,24.01666667,60.33333333,-1.515,0.15,9.383333333,Starter,No,0,0,0,0,0
Zach Pop,MIA,25.9,62.33333333,0.843333333,0.133333333,18.73333333,Reliever,Yes,0,0,0,0,0
Zach Pop,TOR,23.85,58.25,1.98,0.1,10.5,Reliever,Yes,-2.05,-4.083333333,1.136666667,-0.033333333,-8.233333333
Zach Thompson,PIT,26.63333333,64.33333333,-2.605,0.066666667,8.05,Starter,No,0,0,0,0,0
Zack Britton,NYY,23.1,33.3,-3.23,-0.2,-55.6,Reliever,No,0,0,0,0,0
Zack Greinke,KCR,24.98333333,65.06666667,0.37,0.333333333,8.366666667,Starter,No,0,0,0,0,0
Zack Kelly,BOS,34.25,72.8,-0.08,0,28.75,Reliever,No,0,0,0,0,0
Zack Littell,SFG,26.96666667,61.28333333,-0.828333333,-0.033333333,12.13333333,Reliever,No,0,0,0,0,0
Zack Thompson,STL,28.65,55.125,1.26,0.025,9.6,Reliever,No,0,0,0,0,0
Zack Weiss,LAA,33,48.2,-0.96,0,19.6,Reliever,No,0,0,0,0,0
Zack Wheeler,PHI,27.36666667,66.91666667,3.78,0.716666667,21.18333333,Starter,No,0,0,0,0,0
