#,Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,Year,YearDate
724,Chad Kuhl,PIT,80.1,22.3%,61.4%,41.3%,51.2%,82.5%,73.9%,48.7%,23.0,2021.0,2021-01-01
725,Aaron Northcraft,SDP,8.0,22.2%,71.9%,44.2%,50.0%,87.8%,77.2%,44.2%,22.6,2021.0,2021-01-01
726,Kyle Barraclough,MIN,13.0,22.2%,62.7%,43.7%,50.0%,78.7%,71.8%,53.0%,25.4,2021.0,2021-01-01
727,Kevin Plawecki,BOS,1.0,22.2%,88.9%,55.6%,100.0%,100.0%,100.0%,50.0%,13.0,2021.0,2021-01-01
728,Roel Ramirez,STL,0.1,22.2%,40.0%,28.6%,50.0%,100.0%,75.0%,35.7%,28.1,2021.0,2021-01-01
729,Zack Burdi,- - -,10.0,22.2%,72.7%,47.2%,50.0%,76.6%,70.2%,49.4%,26.6,2021.0,2021-01-01
730,Jimmy Lambert,CHW,13.0,22.2%,71.3%,48.0%,76.9%,87.0%,84.7%,52.4%,21.9,2021.0,2021-01-01
731,Nick Allgeyer,TOR,1.0,22.2%,60.0%,35.7%,50.0%,66.7%,60.0%,35.7%,17.5,2021.0,2021-01-01
732,Jake Arrieta,- - -,98.2,22.1%,60.9%,42.6%,64.3%,89.5%,83.3%,52.7%,24.1,2021.0,2021-01-01
733,Andre Scrubb,HOU,19.2,22.1%,53.9%,36.7%,48.8%,87.6%,75.0%,45.8%,23.4,2021.0,2021-01-01
734,Jake Faria,ARI,32.2,22.0%,62.3%,42.6%,58.0%,84.7%,77.9%,51.0%,25.0,2021.0,2021-01-01
735,David Price,LAD,73.2,22.0%,66.4%,48.3%,70.8%,84.4%,81.9%,59.2%,25.5,2021.0,2021-01-01
736,Seth Elledge,STL,11.2,22.0%,56.3%,39.4%,62.5%,84.1%,78.2%,50.7%,26.0,2021.0,2021-01-01
737,Ljay Newsome,SEA,14.2,22.0%,75.3%,54.5%,62.5%,81.3%,78.3%,60.9%,22.8,2021.0,2021-01-01
738,Jordan Yamamoto,NYM,6.2,22.0%,70.5%,48.6%,63.6%,93.0%,87.0%,55.0%,25.8,2021.0,2021-01-01
739,Alec Bettinger,MIL,10.0,22.0%,73.7%,47.7%,86.4%,93.2%,91.6%,49.7%,20.2,2021.0,2021-01-01
740,Adam Ottavino,BOS,62.0,22.0%,57.6%,40.2%,49.6%,82.0%,73.4%,51.3%,25.7,2021.0,2021-01-01
741,Jose Cisnero,DET,61.2,22.0%,64.1%,44.7%,68.5%,81.8%,78.8%,53.9%,25.2,2021.0,2021-01-01
742,Nick Sandlin,CLE,33.2,21.9%,56.2%,40.3%,45.9%,78.5%,70.2%,53.7%,21.8,2021.0,2021-01-01
743,Jordan Sheffield,COL,29.1,21.9%,69.9%,45.0%,59.6%,84.3%,78.0%,48.0%,29.0,2021.0,2021-01-01
744,Miguel Diaz,SDP,42.0,21.8%,61.6%,43.0%,60.6%,89.0%,82.3%,53.2%,22.4,2021.0,2021-01-01
745,Mike Wright Jr.,CHW,18.0,21.8%,64.4%,42.8%,58.3%,91.3%,82.7%,49.2%,24.0,2021.0,2021-01-01
746,Alexander Wells,BAL,42.2,21.8%,60.1%,42.8%,78.4%,87.6%,85.4%,54.9%,19.2,2021.0,2021-01-01
747,Bryan Garcia,DET,39.1,21.8%,70.9%,45.6%,62.2%,86.5%,80.5%,48.4%,27.3,2021.0,2021-01-01
748,J.B. Wendelken,- - -,43.2,21.7%,69.1%,47.3%,58.7%,82.8%,77.7%,53.9%,25.4,2021.0,2021-01-01
749,Jake Woodford,STL,67.2,21.7%,63.2%,43.4%,65.8%,86.6%,81.7%,52.2%,22.8,2021.0,2021-01-01
750,Jose Marte,LAA,4.0,21.7%,55.3%,36.9%,80.0%,90.5%,87.1%,45.2%,23.5,2021.0,2021-01-01
751,Gregory Santos,SFG,2.0,21.7%,50.0%,37.7%,60.0%,80.0%,75.0%,56.6%,19.5,2021.0,2021-01-01
752,Tyler Zuber,KCR,27.1,21.7%,66.5%,44.5%,61.1%,82.5%,77.3%,50.8%,24.9,2021.0,2021-01-01
753,Chris Archer,TBR,19.1,21.7%,68.2%,45.9%,44.1%,84.5%,75.3%,52.0%,23.2,2021.0,2021-01-01
754,Jarlin Garcia,SFG,68.2,21.6%,62.8%,46.6%,55.3%,85.3%,79.9%,60.7%,24.9,2021.0,2021-01-01
755,Peter Lambert,COL,5.2,21.5%,70.7%,44.7%,64.3%,82.9%,78.2%,47.2%,22.9,2021.0,2021-01-01
756,Joey Lucchesi,NYM,38.1,21.5%,65.4%,44.9%,63.1%,82.7%,78.3%,53.3%,26.0,2021.0,2021-01-01
757,Cody Reed,TBR,9.2,21.5%,60.9%,39.9%,47.1%,88.1%,76.3%,46.6%,21.1,2021.0,2021-01-01
758,Justin Garza,CLE,28.2,21.5%,64.8%,42.7%,69.1%,80.6%,77.7%,49.1%,21.0,2021.0,2021-01-01
759,Fernando Abad,BAL,17.2,21.5%,62.2%,43.8%,69.0%,92.2%,87.0%,54.8%,22.0,2021.0,2021-01-01
760,Julio Teheran,DET,5.0,21.4%,70.8%,47.8%,77.8%,91.2%,88.4%,53.3%,27.2,2021.0,2021-01-01
761,Colin Rea,MIL,6.0,21.4%,71.4%,48.4%,33.3%,91.4%,79.5%,53.8%,21.9,2021.0,2021-01-01
762,Ty Tice,- - -,8.0,21.4%,66.7%,44.4%,53.3%,91.7%,82.5%,50.7%,23.7,2021.0,2021-01-01
763,Ryan Weathers,SDP,94.2,21.3%,64.1%,44.7%,69.4%,87.8%,83.8%,54.5%,20.6,2021.0,2021-01-01
764,Seth Frankoff,ARI,14.2,21.3%,69.9%,46.2%,59.3%,90.3%,83.3%,51.2%,21.5,2021.0,2021-01-01
765,Jesse Chavez,ATL,33.2,21.2%,60.9%,43.9%,68.8%,87.0%,83.2%,57.2%,21.1,2021.0,2021-01-01
766,Riley Smith,ARI,67.1,21.2%,66.1%,47.0%,75.3%,89.4%,86.7%,57.3%,22.0,2021.0,2021-01-01
767,Jordan Holloway,MIA,36.0,21.2%,59.3%,40.4%,50.0%,83.3%,74.6%,50.3%,21.3,2021.0,2021-01-01
768,Elvis Peguero,LAA,2.1,21.2%,61.3%,40.6%,85.7%,100.0%,96.2%,48.4%,24.9,2021.0,2021-01-01
769,Chi Chi Gonzalez,COL,101.2,21.2%,69.1%,48.1%,75.7%,88.2%,85.8%,56.1%,23.8,2021.0,2021-01-01
770,Tyler Beede,SFG,1.0,21.1%,66.7%,35.7%,25.0%,83.3%,60.0%,32.1%,24.6,2021.0,2021-01-01
771,Alberto Baldonado,WSN,10.2,21.0%,68.8%,42.3%,40.0%,84.8%,72.5%,44.7%,25.5,2021.0,2021-01-01
772,Oliver Ortega,LAA,9.1,21.0%,57.1%,41.0%,76.9%,97.7%,93.0%,55.4%,23.9,2021.0,2021-01-01
773,Travis Lakins Sr.,BAL,28.0,20.8%,62.9%,44.3%,67.4%,81.3%,78.4%,55.9%,22.6,2021.0,2021-01-01
774,A.J. Alexy,TEX,23.0,20.8%,69.0%,43.9%,67.4%,83.6%,79.6%,47.9%,25.8,2021.0,2021-01-01
775,Tommy Nance,CHC,28.2,20.8%,57.9%,41.9%,46.3%,86.0%,77.5%,56.8%,24.2,2021.0,2021-01-01
776,Seth Martinez,HOU,3.0,20.7%,55.9%,39.7%,83.3%,78.9%,80.0%,54.0%,22.9,2021.0,2021-01-01
777,Mason Thompson,- - -,24.2,20.6%,63.1%,41.3%,55.6%,89.2%,80.6%,48.6%,26.5,2021.0,2021-01-01
778,Tyler Clippard,ARI,25.1,20.6%,71.8%,46.3%,61.9%,81.1%,76.8%,50.2%,29.3,2021.0,2021-01-01
779,Mike Fiers,OAK,9.1,20.6%,65.5%,45.4%,92.9%,89.1%,89.9%,55.3%,23.9,2021.0,2021-01-01
780,Brad Boxberger,MIL,64.2,20.6%,66.7%,45.6%,60.4%,74.0%,71.2%,54.3%,22.8,2021.0,2021-01-01
781,Sam Moll,OAK,10.1,20.5%,51.2%,35.9%,70.6%,88.4%,83.3%,50.3%,24.5,2021.0,2021-01-01
782,Josh Lindblom,MIL,16.2,20.5%,65.3%,42.3%,66.7%,81.7%,77.9%,48.7%,25.3,2021.0,2021-01-01
783,Enoli Paredes,HOU,8.2,20.4%,56.1%,36.7%,50.0%,82.8%,72.8%,45.4%,23.8,2021.0,2021-01-01
784,Brett de Geus,- - -,50.0,20.4%,63.5%,42.8%,58.4%,91.0%,83.6%,52.0%,24.7,2021.0,2021-01-01
785,Aaron Sanchez,SFG,35.1,20.3%,63.6%,42.5%,66.1%,86.6%,81.8%,51.3%,23.3,2021.0,2021-01-01
786,Corbin Martin,ARI,16.0,20.2%,68.2%,45.3%,54.5%,90.2%,82.6%,52.3%,21.1,2021.0,2021-01-01
787,Andrew Albers,MIN,19.0,20.2%,62.4%,43.0%,82.4%,93.5%,91.1%,54.0%,20.3,2021.0,2021-01-01
788,Kent Emanuel,HOU,17.2,20.2%,58.2%,42.5%,70.0%,92.7%,88.2%,58.8%,20.6,2021.0,2021-01-01
789,Andrew Romine,CHC,1.0,20.0%,50.0%,40.0%,0.0%,80.0%,66.7%,66.7%,14.9,2021.0,2021-01-01
790,Charlie Culberson,TEX,2.0,20.0%,70.0%,53.3%,100.0%,100.0%,100.0%,66.7%,14.1,2021.0,2021-01-01
791,Brad Peacock,BOS,5.1,20.0%,68.9%,43.2%,60.0%,90.3%,82.9%,47.4%,20.9,2021.0,2021-01-01
792,Drew Pomeranz,SDP,25.2,20.0%,63.3%,44.2%,57.9%,78.9%,74.7%,55.8%,22.1,2021.0,2021-01-01
793,Jesse Biddle,ATL,10.2,20.0%,57.1%,38.2%,57.9%,86.5%,78.9%,48.9%,21.3,2021.0,2021-01-01
794,Austin Wynns,BAL,1.0,20.0%,75.0%,44.4%,100.0%,100.0%,100.0%,44.4%,12.4,2021.0,2021-01-01
795,Jorge Guzman,MIA,1.2,20.0%,71.4%,37.7%,50.0%,66.7%,60.9%,34.4%,26.9,2021.0,2021-01-01
796,Scott Effross,CHC,14.2,20.0%,62.1%,45.0%,72.2%,72.0%,72.0%,59.5%,25.0,2021.0,2021-01-01
797,Travis Bergen,TOR,10.2,20.0%,66.3%,44.1%,77.8%,81.5%,80.7%,52.1%,21.2,2021.0,2021-01-01
798,Seranthony Dominguez,PHI,1.0,20.0%,77.8%,57.1%,0.0%,85.7%,75.0%,64.3%,20.4,2021.0,2021-01-01
799,JoJo Romero,PHI,9.0,20.0%,71.1%,48.8%,53.3%,87.0%,81.0%,56.4%,22.0,2021.0,2021-01-01
800,Francisco Perez,CLE,6.2,20.0%,62.9%,41.8%,50.0%,89.7%,80.4%,50.8%,25.2,2021.0,2021-01-01
801,Brad Hand,- - -,64.2,19.9%,59.5%,42.1%,61.7%,87.2%,81.9%,56.0%,28.8,2021.0,2021-01-01
802,Ben Bowden,COL,35.2,19.9%,66.6%,45.0%,50.0%,80.1%,73.9%,53.7%,27.3,2021.0,2021-01-01
803,Stephen Strasburg,WSN,21.2,19.9%,52.4%,34.7%,53.3%,86.4%,76.0%,45.5%,23.6,2021.0,2021-01-01
804,Ryan Sherriff,TBR,14.2,19.9%,61.3%,40.3%,50.0%,84.5%,75.9%,49.3%,29.9,2021.0,2021-01-01
805,Robert Stock,- - -,9.0,19.8%,61.0%,39.9%,47.1%,82.0%,73.1%,48.8%,20.9,2021.0,2021-01-01
806,Sean Nolin,WSN,26.2,19.7%,69.5%,46.3%,58.7%,86.5%,81.0%,53.3%,23.0,2021.0,2021-01-01
807,Nate Pearson,TOR,15.0,19.6%,58.7%,38.2%,38.7%,78.6%,67.8%,47.5%,24.7,2021.0,2021-01-01
808,J.D. Hammer,PHI,20.0,19.6%,62.6%,41.5%,56.4%,82.9%,76.8%,50.9%,24.8,2021.0,2021-01-01
809,Burch Smith,OAK,43.1,19.5%,69.9%,48.2%,70.2%,86.7%,83.8%,56.9%,21.8,2021.0,2021-01-01
810,Tyler Webb,STL,16.1,19.5%,70.1%,43.6%,75.0%,83.2%,81.3%,47.7%,23.0,2021.0,2021-01-01
811,Kohl Stewart,CHC,13.2,19.5%,65.8%,41.8%,54.2%,89.3%,80.8%,48.1%,20.6,2021.0,2021-01-01
812,Stefan Crichton,ARI,23.1,19.5%,64.8%,43.4%,73.0%,88.4%,85.1%,52.9%,22.7,2021.0,2021-01-01
813,Trevor Hildenberger,NYM,2.1,19.4%,63.6%,36.2%,57.1%,92.9%,81.0%,37.9%,22.0,2021.0,2021-01-01
814,Darren McCaughan,SEA,9.0,19.4%,51.3%,36.7%,100.0%,97.6%,98.1%,54.4%,22.3,2021.0,2021-01-01
815,Antonio Santos,COL,11.1,19.3%,61.4%,40.3%,58.8%,88.9%,81.7%,50.0%,24.5,2021.0,2021-01-01
816,Ryan Buchter,ARI,16.1,19.3%,67.1%,43.5%,60.7%,84.0%,78.9%,50.7%,24.1,2021.0,2021-01-01
817,Edgar Garcia,- - -,14.2,19.3%,64.2%,41.1%,42.9%,86.4%,75.9%,48.6%,25.7,2021.0,2021-01-01
818,Ryan Hartman,HOU,2.1,19.2%,80.0%,45.7%,60.0%,81.3%,76.2%,43.5%,20.0,2021.0,2021-01-01
819,Eric Yardley,MIL,18.2,19.2%,62.8%,39.7%,75.0%,95.7%,90.4%,47.0%,21.1,2021.0,2021-01-01
820,Humberto Castellanos,ARI,45.2,19.1%,63.0%,44.6%,72.4%,89.8%,86.7%,58.1%,22.9,2021.0,2021-01-01
821,Austin Brice,BOS,13.2,19.0%,65.5%,44.2%,58.3%,85.6%,80.2%,54.0%,23.4,2021.0,2021-01-01
822,Dauri Moreta,CIN,3.2,19.0%,80.6%,57.9%,75.0%,86.2%,84.8%,63.2%,24.7,2021.0,2021-01-01
823,Adam Kolarek,OAK,9.0,18.9%,62.0%,41.6%,64.7%,95.2%,88.6%,52.6%,23.8,2021.0,2021-01-01
824,Cionel Perez,CIN,24.0,18.9%,60.6%,39.2%,38.6%,81.3%,70.8%,48.7%,21.5,2021.0,2021-01-01
825,Jake Newberry,KCR,4.1,18.9%,72.3%,44.0%,40.0%,85.3%,75.0%,47.0%,24.5,2021.0,2021-01-01
826,Justin Lawrence,COL,16.2,18.9%,52.3%,34.4%,45.5%,88.6%,75.9%,46.3%,26.4,2021.0,2021-01-01
827,Sandy Leon,MIA,6.0,18.8%,61.5%,42.3%,83.3%,95.8%,93.3%,54.9%,11.3,2021.0,2021-01-01
828,Hunter Wood,TEX,5.0,18.8%,63.6%,41.5%,33.3%,81.0%,70.4%,50.8%,23.8,2021.0,2021-01-01
829,Sal Romano,- - -,25.0,18.7%,61.1%,41.9%,75.7%,91.8%,88.5%,54.7%,24.9,2021.0,2021-01-01
830,Nivaldo Rodriguez,HOU,7.1,18.6%,60.0%,38.6%,72.7%,90.9%,86.4%,48.2%,23.5,2021.0,2021-01-01
831,Dillon Maples,CHC,31.1,18.6%,52.4%,34.7%,36.4%,83.7%,70.4%,47.6%,26.0,2021.0,2021-01-01
832,Nicklaus Snyder,TEX,3.2,18.5%,71.9%,47.5%,80.0%,78.3%,78.6%,54.2%,24.1,2021.0,2021-01-01
833,David Robertson,TBR,12.0,18.5%,62.1%,42.8%,52.9%,81.9%,76.4%,55.8%,24.2,2021.0,2021-01-01
834,Konner Wade,BAL,12.1,18.3%,70.5%,47.6%,80.0%,78.6%,78.8%,56.0%,19.8,2021.0,2021-01-01
835,Daniel Camarena,SDP,9.1,18.3%,72.8%,50.6%,76.9%,84.0%,83.0%,59.2%,24.0,2021.0,2021-01-01
836,Nick Neidert,MIA,35.2,18.2%,67.2%,45.2%,77.6%,84.6%,83.3%,55.0%,22.2,2021.0,2021-01-01
837,Wilmer Difo,PIT,2.0,18.2%,76.9%,44.1%,100.0%,90.0%,92.3%,44.1%,13.2,2021.0,2021-01-01
838,Mike Baumann,BAL,10.0,18.2%,72.2%,46.5%,50.0%,90.0%,82.6%,52.4%,20.2,2021.0,2021-01-01
839,Julian Fernandez,COL,6.2,18.0%,68.7%,47.0%,22.2%,89.1%,78.2%,57.3%,21.7,2021.0,2021-01-01
840,Brad Wieck,CHC,17.0,18.0%,55.8%,39.2%,60.9%,79.3%,75.7%,56.3%,24.6,2021.0,2021-01-01
841,Jason Foley,DET,10.1,17.8%,64.8%,39.4%,78.9%,84.7%,83.3%,46.0%,23.4,2021.0,2021-01-01
842,Kyle Lobstein,WSN,1.1,17.6%,70.6%,44.1%,100.0%,83.3%,86.7%,50.0%,25.5,2021.0,2021-01-01
843,Pedro Strop,CHC,2.0,17.4%,50.0%,33.3%,50.0%,72.7%,66.7%,48.9%,20.8,2021.0,2021-01-01
844,Angel Perdomo,MIL,17.0,17.2%,62.2%,40.7%,69.0%,69.6%,69.4%,52.3%,25.3,2021.0,2021-01-01
845,Miguel Yajure,PIT,15.0,17.1%,63.4%,43.1%,44.4%,87.1%,79.6%,56.1%,21.5,2021.0,2021-01-01
846,Paul Campbell,MIA,26.2,17.1%,73.8%,47.6%,48.6%,81.7%,76.2%,53.8%,24.4,2021.0,2021-01-01
847,Kyle Ryan,CHC,13.1,17.1%,60.5%,39.1%,57.9%,91.3%,84.1%,50.7%,23.4,2021.0,2021-01-01
848,A.J. Puk,OAK,13.1,17.1%,65.9%,43.6%,52.6%,85.1%,79.2%,54.3%,22.6,2021.0,2021-01-01
849,Yennsy Diaz,NYM,25.0,17.1%,66.1%,44.4%,61.8%,83.1%,79.5%,55.8%,24.7,2021.0,2021-01-01
850,Thomas Szapucki,NYM,3.2,17.0%,65.7%,37.8%,37.5%,82.6%,71.0%,42.7%,23.2,2021.0,2021-01-01
851,Geoff Hartlieb,- - -,9.0,16.8%,59.4%,38.0%,72.2%,81.0%,79.0%,49.8%,21.7,2021.0,2021-01-01
852,David Peralta,ARI,1.0,16.7%,75.0%,50.0%,50.0%,91.7%,85.7%,57.1%,16.2,2021.0,2021-01-01
853,Anthony Bemboom,LAA,1.0,16.7%,60.0%,47.6%,100.0%,100.0%,100.0%,71.4%,12.6,2021.0,2021-01-01
854,Albert Almora Jr.,NYM,1.0,16.7%,90.0%,42.9%,66.7%,88.9%,83.3%,35.7%,16.4,2021.0,2021-01-01
855,Zack Godley,MIL,3.1,16.7%,62.5%,37.5%,37.5%,76.0%,66.7%,45.5%,21.3,2021.0,2021-01-01
856,Luis Madero,MIA,12.0,16.7%,63.2%,39.7%,72.2%,89.6%,85.9%,49.5%,22.8,2021.0,2021-01-01
857,Darwinzon Hernandez,BOS,40.0,16.4%,59.4%,40.3%,60.0%,74.3%,71.7%,55.6%,22.8,2021.0,2021-01-01
858,Patrick Weigel,MIL,4.0,16.3%,47.7%,31.2%,50.0%,81.0%,72.4%,47.3%,24.1,2021.0,2021-01-01
859,Pedro Avila,SDP,4.0,16.2%,68.1%,45.2%,33.3%,93.8%,84.2%,56.0%,22.9,2021.0,2021-01-01
860,Keury Mella,ARI,1.2,16.0%,72.0%,44.0%,75.0%,88.9%,86.4%,50.0%,23.0,2021.0,2021-01-01
861,Manny Barreda,BAL,2.2,15.8%,69.0%,47.9%,100.0%,80.0%,82.6%,60.4%,21.1,2021.0,2021-01-01
862,Drew Carlton,DET,3.2,15.8%,74.3%,43.8%,66.7%,92.3%,87.5%,47.9%,21.1,2021.0,2021-01-01
863,Felix Pena,LAA,1.2,15.6%,72.7%,44.6%,40.0%,62.5%,58.6%,50.8%,23.3,2021.0,2021-01-01
864,Chaz Roe,TBR,0.2,15.4%,70.0%,39.1%,0.0%,85.7%,66.7%,43.5%,28.2,2021.0,2021-01-01
865,Kyle Wright,ATL,6.1,15.2%,61.2%,38.3%,30.0%,85.4%,74.5%,50.4%,24.3,2021.0,2021-01-01
866,Colten Brewer,BOS,1.0,15.0%,70.0%,33.3%,33.3%,100.0%,80.0%,33.3%,23.1,2021.0,2021-01-01
867,Joe Biagini,CHC,3.0,15.0%,61.9%,39.0%,66.7%,84.6%,81.3%,51.2%,23.7,2021.0,2021-01-01
868,Devin Smeltzer,MIN,4.2,15.0%,75.0%,51.9%,33.3%,83.3%,77.8%,61.5%,22.1,2021.0,2021-01-01
869,Luis Avilan,WSN,5.0,14.5%,69.6%,38.0%,44.4%,90.6%,80.5%,42.6%,26.1,2021.0,2021-01-01
870,Brock Holt,TEX,1.0,14.3%,50.0%,22.2%,100.0%,100.0%,100.0%,22.2%,13.3,2021.0,2021-01-01
871,Christian Arroyo,BOS,1.0,14.3%,55.6%,37.5%,100.0%,100.0%,100.0%,56.3%,12.4,2021.0,2021-01-01
872,Jake Rogers,DET,1.0,14.3%,70.0%,47.1%,100.0%,85.7%,87.5%,58.8%,14.5,2021.0,2021-01-01
873,Ryan Feltner,COL,6.1,14.3%,63.9%,39.4%,50.0%,73.9%,69.6%,50.7%,21.3,2021.0,2021-01-01
874,Reyes Moronta,SFG,4.0,13.6%,69.2%,43.8%,33.3%,94.4%,85.7%,54.2%,23.2,2021.0,2021-01-01
875,Ben Rowen,LAA,11.1,13.4%,60.3%,40.9%,90.9%,87.1%,87.7%,58.6%,22.1,2021.0,2021-01-01
876,Brent Honeywell,TBR,4.1,13.2%,77.5%,46.2%,80.0%,83.9%,83.3%,51.3%,22.0,2021.0,2021-01-01
877,Josh Reddick,ARI,0.2,12.5%,66.7%,41.2%,100.0%,100.0%,100.0%,52.9%,19.4,2021.0,2021-01-01
878,Asdrubal Cabrera,ARI,1.1,12.5%,77.8%,47.1%,100.0%,100.0%,100.0%,52.9%,14.6,2021.0,2021-01-01
879,Matt Carpenter,STL,1.1,12.5%,60.0%,30.8%,100.0%,100.0%,100.0%,38.5%,13.5,2021.0,2021-01-01
880,Jesse Hahn,KCR,3.1,12.5%,65.0%,36.4%,66.7%,92.3%,87.5%,45.5%,25.4,2021.0,2021-01-01
881,Luis Guillorme,NYM,1.0,12.5%,62.5%,37.5%,100.0%,100.0%,100.0%,50.0%,12.3,2021.0,2021-01-01
882,Shelby Miller,- - -,12.2,11.8%,70.5%,43.2%,80.0%,78.6%,78.8%,53.5%,24.6,2021.0,2021-01-01
883,Ryan Castellani,COL,3.1,11.4%,73.3%,40.0%,0.0%,90.9%,76.9%,46.2%,23.3,2021.0,2021-01-01
884,Bryan Holaday,ARI,1.0,11.1%,57.1%,31.3%,100.0%,100.0%,100.0%,43.8%,13.1,2021.0,2021-01-01
885,Vinny Nittoli,SEA,1.0,11.1%,87.5%,34.6%,0.0%,71.4%,55.6%,30.8%,28.5,2021.0,2021-01-01
886,Yermin Mercedes,CHW,1.0,11.1%,57.1%,31.3%,100.0%,87.5%,90.0%,43.8%,17.8,2021.0,2021-01-01
887,Bryan Baker,TOR,1.0,11.1%,90.0%,52.6%,0.0%,66.7%,60.0%,52.6%,23.8,2021.0,2021-01-01
888,Shea Spitzbarth,PIT,5.0,10.8%,63.0%,39.8%,100.0%,96.6%,97.0%,55.4%,23.8,2021.0,2021-01-01
889,Mickey Jannis,BAL,3.1,10.0%,51.2%,33.8%,100.0%,100.0%,100.0%,57.7%,19.3,2021.0,2021-01-01
890,Bernardo Flores Jr.,STL,0.0,10.0%,50.0%,16.7%,100.0%,100.0%,100.0%,16.7%,24.8,2021.0,2021-01-01
891,Tanner Anderson,PIT,5.0,8.7%,73.2%,50.0%,100.0%,93.3%,93.8%,64.1%,19.7,2021.0,2021-01-01
892,Willians Astudillo,MIN,4.0,8.3%,55.6%,28.6%,100.0%,90.0%,91.7%,42.9%,11.8,2021.0,2021-01-01
893,Stephen Tarpley,NYM,0.0,8.3%,33.3%,13.3%,0.0%,100.0%,50.0%,20.0%,23.3,2021.0,2021-01-01
894,Dellin Betances,NYM,1.0,7.7%,62.5%,28.6%,0.0%,100.0%,83.3%,38.1%,22.6,2021.0,2021-01-01
895,Brody Koerner,NYY,3.0,7.1%,58.3%,30.8%,100.0%,92.9%,93.8%,46.2%,21.4,2021.0,2021-01-01
896,Rony Garcia,DET,3.2,4.2%,59.4%,35.7%,100.0%,89.5%,90.0%,57.1%,18.7,2021.0,2021-01-01
897,Anthony Rizzo,CHC,0.2,0.0%,42.9%,20.0%, ,66.7%,66.7%,46.7%,12.8,2021.0,2021-01-01
898,Mike Freeman,CIN,0.1,0.0%,0.0%,0.0%, , , ,50.0%,6.0,2021.0,2021-01-01
899,Hanser Alberto,KCR,0.1,0.0%,100.0%,50.0%, ,100.0%,100.0%,50.0%,15.0,2021.0,2021-01-01
900,Phillip Evans,PIT,1.0,0.0%,100.0%,80.0%, ,100.0%,100.0%,80.0%,14.5,2021.0,2021-01-01
901,Matt Duffy,CHC,0.1,0.0%,50.0%,20.0%, ,100.0%,100.0%,40.0%,11.3,2021.0,2021-01-01
902,Wyatt Mathisen,ARI,1.0,0.0%,100.0%,62.5%, ,100.0%,100.0%,62.5%,15.5,2021.0,2021-01-01
903,Harold Castro,DET,2.2,0.0%,71.4%,31.3%, ,100.0%,100.0%,43.8%,14.6,2021.0,2021-01-01
904,Jack Mayfield,SEA,0.1,0.0%,100.0%,33.3%, ,100.0%,100.0%,33.3%,17.5,2021.0,2021-01-01
905,Austin Slater,SFG,0.1,0.0%,50.0%,16.7%, ,100.0%,100.0%,33.3%,12.5,2021.0,2021-01-01
906,Joshua Fuentes,COL,1.0,0.0%,80.0%,44.4%, ,100.0%,100.0%,55.6%,11.0,2021.0,2021-01-01
907,Kaleb Ort,BOS,0.1,0.0%,62.5%,41.7%, ,80.0%,80.0%,66.7%,30.1,2021.0,2021-01-01
908,Damon Jones,PHI,0.1,0.0%,100.0%,27.3%, ,100.0%,100.0%,27.3%,27.0,2021.0,2021-01-01
909,Jonathan Stiever,CHW,0.0,0.0%,71.4%,33.3%, ,80.0%,80.0%,46.7%,16.8,2021.0,2021-01-01
1,Ildemaro Vargas,WSN,1.0,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,50.0%,23.0,2022.0,2022-01-01
2,Tucker Barnhart,DET,1.0,66.7%,0.0%,57.1%,75.0%, ,75.0%,14.3%,10.2,2022.0,2022-01-01
3,Jermaine Palacios,MIN,0.2,60.0%,100.0%,71.4%,33.3%,100.0%,60.0%,28.6%,11.4,2022.0,2022-01-01
4,Freddy Tarnok,ATL,0.2,60.0%,60.0%,60.0%,33.3%,33.3%,33.3%,50.0%,24.4,2022.0,2022-01-01
5,Chris Owings,BAL,1.0,50.0%,66.7%,60.0%,100.0%,100.0%,100.0%,60.0%,13.8,2022.0,2022-01-01
6,Randal Grichuk,COL,1.0,50.0%,50.0%,50.0%,75.0%,100.0%,80.0%,20.0%,11.9,2022.0,2022-01-01
7,Whit Merrifield,TOR,1.0,50.0%,80.0%,61.5%,75.0%,75.0%,75.0%,38.5%,13.6,2022.0,2022-01-01
8,Andrew Knizner,STL,0.2,50.0%,71.4%,63.6%,100.0%,100.0%,100.0%,63.6%,13.3,2022.0,2022-01-01
9,Bowden Francis,TOR,0.2,50.0%,100.0%,77.8%,0.0%,100.0%,71.4%,55.6%,21.7,2022.0,2022-01-01
10,Frank Schwindel,CHC,3.0,48.1%,86.7%,61.9%,84.6%,92.3%,88.5%,35.7%,10.1,2022.0,2022-01-01
11,Kody Clemens,DET,7.0,46.9%,81.1%,61.6%,100.0%,100.0%,100.0%,43.0%,14.9,2022.0,2022-01-01
12,Matt Batten,SDP,2.0,46.2%,61.5%,53.8%,83.3%,75.0%,78.6%,50.0%,12.2,2022.0,2022-01-01
13,Emmanuel Clase,CLE,72.2,45.7%,73.0%,61.0%,56.0%,80.2%,72.2%,56.2%,26.3,2022.0,2022-01-01
14,Alexander Wells,BAL,3.2,45.5%,63.6%,57.6%,70.0%,78.6%,76.3%,66.7%,21.1,2022.0,2022-01-01
