#,Name,Team,IP,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,Pace,Year,YearDate
15,Brian Moran,LAA,0.1,44.4%,81.3%,68.0%,100.0%,69.2%,76.5%,64.0%,23.4,2022.0,2022-01-01
16,Yerry Rodriguez,TEX,1.0,44.4%,77.8%,61.1%,100.0%,85.7%,90.9%,50.0%,21.8,2022.0,2022-01-01
17,Cody Sedlock,BAL,3.0,43.6%,65.6%,53.5%,47.1%,85.7%,68.4%,45.1%,24.5,2022.0,2022-01-01
18,Darin Ruf,NYM,2.0,42.9%,71.4%,57.1%,100.0%,100.0%,100.0%,50.0%,13.1,2022.0,2022-01-01
19,Orlando Arcia,ATL,1.0,42.9%,100.0%,60.0%,100.0%,66.7%,83.3%,30.0%,21.3,2022.0,2022-01-01
20,Harold Castro,DET,4.0,42.9%,59.1%,50.0%,91.7%,100.0%,96.0%,44.0%,14.1,2022.0,2022-01-01
21,Sean Doolittle,WSN,5.1,41.7%,67.7%,56.4%,40.0%,76.2%,64.5%,56.4%,32.9,2022.0,2022-01-01
22,Joe Mantiply,ARI,60.0,41.5%,62.1%,52.3%,52.9%,84.3%,72.4%,52.4%,23.5,2022.0,2022-01-01
23,Denyi Reyes,BAL,7.2,40.6%,79.2%,58.1%,65.4%,90.5%,80.9%,45.3%,22.6,2022.0,2022-01-01
24,Alex Young,- - -,26.2,40.5%,63.5%,49.9%,52.3%,85.2%,69.4%,40.7%,22.7,2022.0,2022-01-01
25,Dylan Lee,ATL,50.2,40.4%,72.8%,56.2%,48.1%,76.9%,66.3%,48.8%,24.5,2022.0,2022-01-01
26,Edwin Diaz,NYM,62.0,40.3%,63.5%,51.7%,32.1%,65.2%,52.1%,49.2%,20.9,2022.0,2022-01-01
27,Dominic Leone,SFG,49.1,40.0%,73.8%,54.8%,42.7%,83.2%,66.7%,43.9%,28.7,2022.0,2022-01-01
28,Kevin Gausman,TOR,174.2,39.7%,71.7%,55.7%,52.7%,82.7%,72.0%,50.1%,25.3,2022.0,2022-01-01
29,Andrew Kittredge,TBR,20.0,39.5%,72.3%,56.2%,48.9%,91.9%,77.1%,51.1%,24.6,2022.0,2022-01-01
30,A.J. Ladwig,MIA,3.1,39.1%,83.3%,58.5%,88.9%,93.3%,91.7%,43.9%,19.7,2022.0,2022-01-01
31,Scott Alexander,SFG,17.1,38.9%,60.4%,49.5%,66.7%,84.4%,77.4%,49.5%,24.8,2022.0,2022-01-01
32,Nick Mears,PIT,2.0,38.9%,100.0%,64.5%,57.1%,76.9%,70.0%,41.9%,23.5,2022.0,2022-01-01
33,Pete Fairbanks,TBR,24.0,38.8%,64.3%,52.0%,56.1%,74.4%,67.8%,51.7%,26.7,2022.0,2022-01-01
34,Michael Plassmeyer,PHI,7.1,38.8%,60.0%,49.5%,47.4%,83.3%,69.4%,50.5%,22.6,2022.0,2022-01-01
35,Brett Martin,TEX,50.0,38.7%,64.7%,50.4%,58.8%,90.4%,77.0%,44.9%,25.8,2022.0,2022-01-01
36,Andres Munoz,SEA,65.0,38.7%,69.6%,54.0%,38.5%,72.2%,60.0%,49.5%,25.5,2022.0,2022-01-01
37,Raynel Espinal,CIN,4.2,38.6%,71.9%,52.6%,64.7%,73.9%,70.0%,42.1%,19.3,2022.0,2022-01-01
38,Andrew Heaney,LAD,72.2,38.5%,63.2%,50.7%,48.1%,78.2%,66.7%,49.5%,20.6,2022.0,2022-01-01
39,Jacob deGrom,NYM,64.1,38.5%,71.5%,54.4%,40.1%,73.1%,61.1%,48.2%,21.1,2022.0,2022-01-01
40,Max Schrock,CIN,1.0,38.5%,92.3%,65.4%,100.0%,100.0%,100.0%,50.0%,11.8,2022.0,2022-01-01
41,Luke Barker,MIL,4.0,38.5%,75.0%,57.4%,70.0%,81.0%,77.4%,51.9%,20.1,2022.0,2022-01-01
42,Scott Barlow,KCR,74.1,38.3%,56.4%,46.1%,49.8%,86.2%,68.8%,42.7%,25.0,2022.0,2022-01-01
43,Casey Lawrence,TOR,18.0,38.2%,64.8%,51.2%,74.1%,93.6%,86.2%,48.8%,20.0,2022.0,2022-01-01
44,Wil Myers,SDP,3.2,38.1%,65.0%,51.2%,100.0%,100.0%,100.0%,48.8%,9.4,2022.0,2022-01-01
45,Jhoan Duran,MIN,67.2,37.7%,70.3%,54.6%,42.7%,79.1%,67.1%,52.0%,23.8,2022.0,2022-01-01
46,Zach Pop,- - -,39.0,37.6%,66.4%,51.4%,72.4%,91.2%,84.0%,47.9%,25.8,2022.0,2022-01-01
47,Yolmer Sanchez,BOS,1.0,37.5%,100.0%,66.7%,100.0%,100.0%,100.0%,46.7%,15.2,2022.0,2022-01-01
48,Jhon Romero,MIN,5.0,37.5%,66.7%,51.1%,66.7%,85.7%,78.3%,46.7%,28.4,2022.0,2022-01-01
49,Daniel Mengden,KCR,7.0,37.3%,60.3%,50.4%,78.9%,82.9%,81.7%,57.1%,22.2,2022.0,2022-01-01
50,Raisel Iglesias,- - -,62.0,37.2%,66.2%,51.6%,48.4%,79.1%,67.9%,49.5%,21.8,2022.0,2022-01-01
51,Garrett Stubbs,PHI,3.2,37.1%,60.0%,46.7%,92.3%,86.7%,89.3%,41.7%,12.0,2022.0,2022-01-01
52,Nick Vespi,BAL,26.1,36.9%,61.9%,48.7%,51.7%,80.8%,69.1%,47.1%,19.9,2022.0,2022-01-01
53,Albert Pujols,STL,1.0,36.8%,50.0%,40.7%,100.0%,100.0%,100.0%,29.6%,11.2,2022.0,2022-01-01
54,Ryan Brasier,BOS,62.1,36.8%,69.9%,54.6%,59.9%,84.1%,76.6%,53.9%,24.5,2022.0,2022-01-01
55,Victor Arano,WSN,42.0,36.7%,64.9%,49.9%,51.9%,84.9%,71.9%,46.6%,27.5,2022.0,2022-01-01
56,Adbert Alzolay,CHC,13.1,36.7%,66.0%,51.5%,47.2%,80.3%,68.6%,50.5%,21.2,2022.0,2022-01-01
57,Will Smith,- - -,59.0,36.6%,65.5%,50.4%,48.7%,84.4%,70.8%,47.6%,24.2,2022.0,2022-01-01
58,Matthew Boyd,SEA,13.1,36.4%,60.0%,46.9%,48.7%,90.2%,72.2%,44.3%,21.5,2022.0,2022-01-01
59,Alex Lange,DET,63.1,36.4%,56.2%,44.1%,32.1%,81.9%,56.6%,38.6%,22.7,2022.0,2022-01-01
60,Carlos Carrasco,NYM,152.0,36.4%,68.6%,51.8%,54.9%,86.2%,74.8%,47.9%,22.2,2022.0,2022-01-01
61,Darren O'Day,ATL,21.2,36.4%,67.9%,51.7%,65.3%,81.9%,75.9%,48.6%,25.5,2022.0,2022-01-01
62,Justin Wilson,CIN,3.2,36.4%,53.1%,46.3%,50.0%,64.7%,60.0%,59.3%,24.4,2022.0,2022-01-01
63,Matt Reynolds,CIN,1.1,36.4%,80.0%,57.1%,100.0%,87.5%,91.7%,47.6%,12.9,2022.0,2022-01-01
64,Thomas Hatch,TOR,4.2,36.4%,76.3%,57.7%,58.3%,96.6%,85.4%,53.5%,21.7,2022.0,2022-01-01
65,Anthony Kay,TOR,2.0,36.4%,52.9%,43.6%,37.5%,100.0%,70.6%,43.6%,25.4,2022.0,2022-01-01
66,Robert Stephenson,- - -,58.0,36.3%,68.7%,52.8%,52.2%,84.2%,73.4%,50.9%,25.7,2022.0,2022-01-01
67,Jason Adam,TBR,63.1,36.3%,63.5%,49.8%,43.6%,75.8%,64.0%,49.7%,26.4,2022.0,2022-01-01
68,Roenis Elias,SEA,7.2,36.0%,68.8%,54.4%,77.8%,86.4%,83.9%,56.1%,19.2,2022.0,2022-01-01
69,Gerardo Reyes,LAA,2.0,36.0%,50.0%,42.6%,66.7%,81.8%,75.0%,46.8%,21.9,2022.0,2022-01-01
70,Chad Green,NYY,15.0,35.8%,76.7%,58.0%,69.2%,75.8%,73.9%,54.2%,24.1,2022.0,2022-01-01
71,JT Chargois,TBR,22.1,35.6%,61.5%,49.1%,52.6%,92.5%,78.7%,52.1%,28.2,2022.0,2022-01-01
72,Luis Gil,NYY,4.0,35.6%,78.9%,55.4%,43.8%,76.7%,65.2%,45.8%,21.1,2022.0,2022-01-01
73,Clayton Kershaw,LAD,126.1,35.5%,65.9%,50.1%,47.8%,86.5%,72.3%,48.1%,21.1,2022.0,2022-01-01
74,Devin Williams,MIL,60.2,35.4%,63.1%,47.0%,43.2%,74.8%,61.0%,41.9%,30.5,2022.0,2022-01-01
75,Cody Stashak,MIN,16.1,35.4%,74.6%,55.1%,55.0%,83.5%,74.4%,50.2%,26.9,2022.0,2022-01-01
76,Drew Rasmussen,TBR,146.0,35.4%,69.5%,52.7%,57.1%,86.7%,77.0%,50.9%,24.5,2022.0,2022-01-01
77,Ken Giles,SEA,4.1,35.3%,62.1%,47.6%,41.7%,83.3%,66.7%,46.0%,25.8,2022.0,2022-01-01
78,Sandy Alcantara,MIA,228.2,35.3%,68.6%,52.9%,59.7%,84.7%,76.8%,52.8%,20.8,2022.0,2022-01-01
79,Ryan Pressly,HOU,48.1,35.2%,64.6%,48.4%,38.7%,79.6%,63.3%,45.1%,26.3,2022.0,2022-01-01
80,Josh VanMeter,PIT,3.0,35.1%,64.9%,50.0%,100.0%,95.8%,97.3%,50.0%,13.1,2022.0,2022-01-01
81,Bailey Ober,MIN,56.0,35.1%,70.3%,52.7%,59.3%,82.3%,74.7%,50.0%,21.4,2022.0,2022-01-01
82,Collin McHugh,ATL,69.1,35.0%,65.8%,49.6%,59.3%,83.5%,74.6%,47.6%,22.9,2022.0,2022-01-01
83,Jeremy Beasley,TOR,15.0,35.0%,68.0%,50.6%,68.0%,77.0%,73.7%,47.2%,20.2,2022.0,2022-01-01
84,Aaron Nola,PHI,205.0,35.0%,61.7%,49.3%,55.4%,83.6%,74.3%,53.6%,25.3,2022.0,2022-01-01
85,Nabil Crismatt,SDP,67.1,34.9%,60.9%,47.3%,57.9%,86.3%,75.3%,47.5%,20.0,2022.0,2022-01-01
86,Ryan Helsley,STL,64.2,34.9%,70.3%,52.9%,38.2%,78.2%,65.2%,50.8%,28.2,2022.0,2022-01-01
87,Giovanny Gallegos,STL,59.0,34.8%,70.7%,52.0%,40.2%,80.9%,66.7%,48.0%,30.8,2022.0,2022-01-01
88,Braxton Garrett,MIA,88.0,34.8%,61.5%,48.2%,50.4%,90.0%,75.8%,50.1%,22.8,2022.0,2022-01-01
89,Joe Jimenez,DET,56.2,34.8%,67.5%,52.9%,53.8%,79.8%,72.2%,55.5%,22.5,2022.0,2022-01-01
90,Roansy Contreras,PIT,95.0,34.6%,62.3%,47.4%,53.7%,86.2%,73.4%,46.2%,21.0,2022.0,2022-01-01
91,James Naile,STL,9.0,34.5%,67.6%,52.4%,65.0%,87.0%,80.3%,54.0%,23.0,2022.0,2022-01-01
92,Logan Webb,SFG,192.1,34.5%,60.2%,47.0%,61.1%,87.2%,77.4%,48.8%,20.8,2022.0,2022-01-01
93,Oliver Perez,ARI,4.0,34.4%,53.7%,45.2%,81.8%,95.5%,90.9%,56.2%,21.6,2022.0,2022-01-01
94,Trevor Stephan,CLE,63.2,34.3%,66.3%,50.0%,48.1%,77.9%,67.4%,48.9%,25.8,2022.0,2022-01-01
95,Garrett Cleavinger,- - -,23.0,34.3%,55.7%,45.0%,50.0%,84.5%,71.3%,49.9%,26.1,2022.0,2022-01-01
96,Ross Stripling,TOR,134.1,34.3%,67.5%,51.3%,62.4%,86.1%,78.4%,51.2%,21.3,2022.0,2022-01-01
97,Tyler Anderson,LAD,178.2,34.3%,68.3%,52.4%,57.5%,86.2%,77.4%,53.1%,22.8,2022.0,2022-01-01
98,Jeffrey Springs,TBR,135.1,34.3%,66.0%,50.2%,56.8%,81.3%,73.0%,50.3%,24.7,2022.0,2022-01-01
99,Dylan Bundy,MIN,140.0,34.2%,66.6%,51.7%,64.7%,88.0%,80.9%,54.0%,21.3,2022.0,2022-01-01
100,James Norwood,PHI,17.1,34.2%,75.4%,53.2%,51.5%,86.0%,74.1%,46.2%,23.0,2022.0,2022-01-01
101,Griffin Jax,MIN,72.1,34.1%,62.2%,48.2%,49.7%,85.4%,72.9%,50.3%,24.3,2022.0,2022-01-01
102,Eduard Bazardo,BOS,16.1,34.1%,62.6%,47.0%,56.8%,89.6%,76.6%,45.3%,20.2,2022.0,2022-01-01
103,Max Scherzer,NYM,145.1,34.1%,68.6%,52.0%,50.1%,81.3%,71.5%,51.9%,21.4,2022.0,2022-01-01
104,Collin Wiles,OAK,9.2,34.1%,68.2%,48.7%,60.0%,88.9%,77.3%,42.9%,23.9,2022.0,2022-01-01
105,Joely Rodriguez,NYM,50.1,34.1%,51.9%,42.5%,57.6%,84.5%,73.2%,47.4%,22.4,2022.0,2022-01-01
106,Wandy Peralta,NYY,56.1,34.0%,74.6%,51.2%,45.6%,81.8%,67.9%,42.4%,21.9,2022.0,2022-01-01
107,Simeon Woods Richardson,MIN,5.0,34.0%,81.8%,57.1%,68.8%,88.9%,82.7%,48.4%,20.2,2022.0,2022-01-01
108,Sean Reid-Foley,NYM,10.0,34.0%,61.3%,47.2%,55.9%,77.2%,69.2%,48.2%,24.8,2022.0,2022-01-01
109,Max Fried,ATL,185.1,33.9%,66.7%,49.6%,58.8%,85.4%,75.9%,47.7%,24.3,2022.0,2022-01-01
110,Nathan Eovaldi,BOS,109.1,33.9%,68.6%,52.4%,55.1%,85.2%,76.1%,53.2%,23.1,2022.0,2022-01-01
111,Tyler Glasnow,TBR,6.2,33.9%,61.5%,46.5%,42.9%,87.5%,69.8%,45.6%,22.4,2022.0,2022-01-01
112,Zac Gallen,ARI,184.0,33.8%,61.2%,47.1%,63.3%,87.5%,78.5%,48.4%,23.7,2022.0,2022-01-01
113,Corey Kluber,TBR,164.0,33.8%,65.6%,50.9%,59.8%,85.7%,77.8%,53.9%,22.2,2022.0,2022-01-01
114,Scott Effross,- - -,56.2,33.7%,58.9%,47.1%,64.1%,84.8%,77.9%,53.4%,25.2,2022.0,2022-01-01
115,Chris Stratton,- - -,63.1,33.6%,64.7%,47.9%,61.3%,85.1%,76.1%,46.1%,25.2,2022.0,2022-01-01
116,Caleb Thielbar,MIN,59.1,33.6%,70.9%,54.0%,61.6%,76.5%,72.3%,54.8%,25.2,2022.0,2022-01-01
117,Erik Swanson,SEA,53.2,33.5%,71.1%,53.0%,64.1%,74.3%,71.2%,51.7%,24.2,2022.0,2022-01-01
118,Shane Greene,- - -,3.0,33.3%,69.6%,50.0%,66.7%,93.8%,84.0%,46.0%,26.7,2022.0,2022-01-01
119,Phil Gosselin,LAA,1.0,33.3%,100.0%,60.0%,100.0%,100.0%,100.0%,40.0%,10.5,2022.0,2022-01-01
120,Jerad Eickhoff,PIT,4.1,33.3%,71.1%,50.6%,60.0%,88.9%,78.6%,45.8%,20.7,2022.0,2022-01-01
121,Kevin Plawecki,BOS,1.0,33.3%,77.8%,55.6%,100.0%,100.0%,100.0%,50.0%,14.4,2022.0,2022-01-01
122,Zack Weiss,LAA,13.1,33.3%,60.9%,45.5%,35.9%,80.4%,62.1%,44.0%,23.1,2022.0,2022-01-01
123,Locke St. John,CHC,2.0,33.3%,76.5%,58.6%,25.0%,76.9%,64.7%,58.6%,18.4,2022.0,2022-01-01
124,Justin Verlander,HOU,175.0,33.3%,71.7%,53.6%,64.1%,84.0%,78.2%,52.8%,24.8,2022.0,2022-01-01
125,Austin Pruitt,OAK,55.1,33.3%,68.5%,50.7%,63.2%,84.3%,77.3%,49.4%,20.8,2022.0,2022-01-01
126,Oliver Ortega,LAA,34.0,33.2%,70.3%,50.4%,56.4%,89.7%,78.0%,46.4%,24.1,2022.0,2022-01-01
127,Shane Bieber,CLE,200.0,33.2%,64.5%,49.5%,39.5%,87.3%,71.9%,52.0%,19.9,2022.0,2022-01-01
128,Josh Fleming,TBR,35.0,33.2%,68.4%,48.6%,67.5%,84.9%,78.3%,44.0%,21.2,2022.0,2022-01-01
129,Jose Quijada,LAA,40.2,33.1%,69.5%,50.9%,56.4%,78.3%,71.0%,48.9%,26.8,2022.0,2022-01-01
130,Jose Suarez,LAA,109.0,33.1%,67.3%,51.0%,60.7%,84.1%,76.9%,52.5%,26.0,2022.0,2022-01-01
131,Marco Gonzales,SEA,183.0,33.1%,68.7%,50.7%,74.2%,88.1%,83.5%,49.5%,20.9,2022.0,2022-01-01
132,Jose Leclerc,TEX,47.2,33.0%,68.6%,47.6%,42.5%,77.4%,63.1%,41.0%,24.5,2022.0,2022-01-01
133,Keynan Middleton,ARI,17.0,33.0%,70.0%,54.6%,45.5%,73.5%,66.4%,58.3%,22.6,2022.0,2022-01-01
134,Jose Alvarado,PHI,51.0,33.0%,62.9%,46.7%,41.8%,77.1%,63.5%,45.6%,26.7,2022.0,2022-01-01
135,Brusdar Graterol,LAD,49.2,33.0%,72.8%,57.1%,59.8%,87.9%,81.5%,60.7%,22.9,2022.0,2022-01-01
136,Connor Brogdon,PHI,44.0,32.9%,69.2%,51.8%,50.0%,78.1%,69.6%,52.1%,25.6,2022.0,2022-01-01
137,Jose Quintana,- - -,165.2,32.9%,66.6%,47.7%,61.4%,88.1%,77.8%,43.9%,23.1,2022.0,2022-01-01
138,Triston McKenzie,CLE,191.1,32.8%,70.8%,52.5%,52.6%,85.0%,75.2%,51.7%,21.5,2022.0,2022-01-01
139,Bruce Zimmermann,BAL,73.2,32.8%,65.0%,50.4%,67.5%,88.3%,82.1%,54.4%,23.2,2022.0,2022-01-01
140,Drew Smyly,CHC,106.1,32.8%,69.9%,51.9%,56.9%,85.3%,76.6%,51.5%,20.7,2022.0,2022-01-01
141,Zack Littell,SFG,44.1,32.8%,71.3%,52.1%,64.5%,80.4%,75.4%,50.1%,22.0,2022.0,2022-01-01
142,Matt Moore,TEX,74.0,32.7%,68.2%,50.5%,51.5%,79.8%,70.6%,50.1%,24.4,2022.0,2022-01-01
143,Jordan Romano,TOR,64.0,32.7%,68.6%,52.2%,50.7%,81.1%,72.4%,54.3%,24.8,2022.0,2022-01-01
144,Taylor Clarke,KCR,49.0,32.7%,74.5%,53.6%,58.9%,85.3%,77.2%,49.8%,26.0,2022.0,2022-01-01
145,Elvis Peguero,LAA,17.1,32.7%,71.8%,51.6%,55.8%,86.9%,76.7%,48.4%,22.2,2022.0,2022-01-01
146,Andrew Chafin,DET,57.1,32.7%,64.3%,46.7%,40.5%,89.1%,70.2%,44.5%,24.4,2022.0,2022-01-01
147,Domingo Acevedo,OAK,67.2,32.7%,75.3%,54.5%,48.8%,80.2%,71.0%,51.2%,26.0,2022.0,2022-01-01
148,Drew Steckenrider,SEA,14.1,32.7%,72.7%,52.1%,77.1%,83.2%,81.2%,48.6%,22.5,2022.0,2022-01-01
149,Reynaldo Lopez,CHW,65.1,32.6%,66.8%,49.7%,57.2%,79.8%,72.4%,50.1%,26.9,2022.0,2022-01-01
150,Cole Sulser,MIA,34.0,32.6%,69.9%,49.4%,51.4%,84.6%,72.5%,45.1%,22.2,2022.0,2022-01-01
151,Luis Perdomo,MIL,23.2,32.6%,68.8%,50.9%,58.7%,85.9%,77.2%,50.5%,18.4,2022.0,2022-01-01
152,Kevin Ginkel,ARI,29.1,32.6%,57.7%,45.5%,47.4%,88.7%,74.3%,51.4%,23.4,2022.0,2022-01-01
153,Emilio Pagan,MIN,63.0,32.6%,70.5%,51.7%,58.8%,79.0%,72.7%,50.4%,27.8,2022.0,2022-01-01
154,Keegan Akin,BAL,81.2,32.6%,68.4%,52.6%,61.0%,83.3%,77.2%,56.0%,19.7,2022.0,2022-01-01
155,Jordan Weems,WSN,39.2,32.6%,74.9%,54.5%,62.9%,83.6%,77.6%,51.8%,24.6,2022.0,2022-01-01
156,Hector Neris,HOU,65.1,32.6%,64.3%,49.3%,43.6%,83.6%,71.1%,52.6%,24.1,2022.0,2022-01-01
157,Frankie Montas,- - -,144.1,32.5%,71.2%,51.1%,57.3%,84.2%,75.3%,48.1%,25.1,2022.0,2022-01-01
158,Shane McClanahan,TBR,166.1,32.5%,65.7%,49.5%,47.1%,78.6%,68.5%,51.1%,20.6,2022.0,2022-01-01
159,Tommy Hunter,NYM,22.1,32.5%,72.3%,54.7%,64.0%,85.1%,79.6%,55.9%,21.7,2022.0,2022-01-01
160,Brooks Raley,TBR,53.2,32.4%,61.5%,46.5%,54.9%,85.3%,74.3%,48.2%,22.2,2022.0,2022-01-01
161,Julio Urias,LAD,175.0,32.4%,67.3%,51.4%,57.5%,86.5%,78.2%,54.5%,24.3,2022.0,2022-01-01
162,Eli Morgan,CLE,66.2,32.4%,68.6%,51.5%,62.6%,82.9%,76.9%,52.9%,22.7,2022.0,2022-01-01
163,Luis Castillo,DET,3.2,32.4%,76.9%,51.7%,45.5%,95.0%,77.4%,43.3%,20.8,2022.0,2022-01-01
164,Packy Naughton,STL,32.0,32.3%,63.8%,47.2%,61.5%,83.4%,75.5%,47.2%,21.8,2022.0,2022-01-01
165,Julian Merryweather,TOR,26.2,32.3%,71.2%,53.0%,47.6%,91.8%,79.2%,53.2%,22.7,2022.0,2022-01-01
166,Jackson Kowar,KCR,15.2,32.3%,59.5%,45.7%,51.0%,92.3%,77.5%,49.2%,20.3,2022.0,2022-01-01
167,Tommy Milone,SEA,16.2,32.3%,62.3%,46.6%,72.5%,94.4%,86.5%,47.9%,19.3,2022.0,2022-01-01
168,John Means,BAL,8.0,32.3%,72.6%,54.1%,65.0%,84.9%,79.5%,54.1%,21.7,2022.0,2022-01-01
169,Patrick Sandoval,LAA,148.2,32.3%,64.1%,48.0%,53.9%,81.8%,72.4%,49.6%,25.3,2022.0,2022-01-01
170,Colin Poche,TBR,58.2,32.2%,70.3%,51.4%,63.5%,80.2%,75.0%,50.3%,24.2,2022.0,2022-01-01
171,Sam Hentges,CLE,62.0,32.2%,66.5%,49.0%,52.9%,82.1%,72.4%,49.0%,22.6,2022.0,2022-01-01
172,Garrett Richards,TEX,42.2,32.2%,69.8%,50.3%,55.1%,86.1%,75.8%,48.2%,23.9,2022.0,2022-01-01
173,Drew Carlton,DET,8.2,32.1%,75.0%,55.0%,72.2%,87.5%,83.3%,53.3%,20.6,2022.0,2022-01-01
174,Andrew Bellatti,PHI,54.1,32.1%,66.1%,46.8%,44.3%,79.1%,65.6%,43.3%,29.0,2022.0,2022-01-01
175,Reed Garrett,WSN,9.1,32.1%,66.7%,47.4%,62.9%,89.7%,79.6%,44.4%,25.2,2022.0,2022-01-01
176,Sergio Romo,- - -,18.0,32.1%,68.3%,47.8%,63.9%,86.9%,78.1%,43.3%,24.2,2022.0,2022-01-01
177,Gerrit Cole,NYY,200.2,32.0%,65.2%,48.1%,48.9%,81.2%,70.1%,48.3%,22.9,2022.0,2022-01-01
178,Jordan Montgomery,- - -,178.1,32.0%,69.3%,50.5%,57.5%,82.2%,74.3%,49.6%,24.9,2022.0,2022-01-01
179,Alex Wood,SFG,130.2,32.0%,62.3%,48.0%,59.9%,84.6%,76.8%,52.7%,20.2,2022.0,2022-01-01
180,Miguel Diaz,DET,3.2,32.0%,71.0%,53.6%,37.5%,77.3%,66.7%,55.4%,18.4,2022.0,2022-01-01
181,Carlos Rodon,SFG,178.0,32.0%,67.0%,49.7%,56.9%,78.1%,71.4%,50.7%,23.6,2022.0,2022-01-01
182,Jake Cousins,MIL,13.1,32.0%,59.2%,44.2%,40.4%,73.2%,60.2%,44.9%,23.0,2022.0,2022-01-01
183,Corbin Burnes,MIL,202.0,31.9%,63.7%,46.1%,44.6%,81.1%,67.2%,44.7%,25.6,2022.0,2022-01-01
184,Chasen Shreve,NYM,26.1,31.9%,64.8%,45.4%,54.4%,88.2%,74.2%,41.0%,23.7,2022.0,2022-01-01
185,Alex Cobb,SFG,149.2,31.9%,58.4%,44.8%,58.0%,87.7%,76.8%,48.8%,22.9,2022.0,2022-01-01
186,Yerry De Los Santos,PIT,25.2,31.9%,59.1%,43.9%,58.8%,94.0%,79.7%,44.1%,23.2,2022.0,2022-01-01
187,Matthew Festa,SEA,54.0,31.9%,65.4%,49.3%,51.1%,80.4%,71.3%,52.1%,23.4,2022.0,2022-01-01
188,Dean Kremer,BAL,125.1,31.8%,66.9%,50.3%,62.1%,88.2%,80.4%,52.7%,22.3,2022.0,2022-01-01
189,Jose Butto,NYM,4.0,31.8%,72.2%,54.1%,50.0%,89.7%,79.2%,55.1%,25.6,2022.0,2022-01-01
190,Tyler Holton,ARI,9.0,31.8%,74.6%,50.9%,50.0%,84.9%,72.8%,44.7%,21.4,2022.0,2022-01-01
191,Richard Bleier,MIA,50.2,31.8%,71.6%,54.8%,62.1%,89.6%,82.9%,57.8%,23.7,2022.0,2022-01-01
192,Alexis Diaz,CIN,63.2,31.8%,66.7%,48.7%,45.0%,77.8%,66.8%,48.5%,25.3,2022.0,2022-01-01
193,Aaron Fletcher,PIT,11.2,31.8%,58.0%,45.1%,40.7%,90.2%,73.1%,50.9%,20.0,2022.0,2022-01-01
194,Chris Paddack,MIN,22.1,31.8%,67.0%,52.6%,78.7%,80.6%,80.1%,59.2%,22.3,2022.0,2022-01-01
195,Anthony Bass,- - -,70.1,31.8%,65.2%,48.5%,41.6%,84.6%,70.6%,50.2%,24.4,2022.0,2022-01-01
196,Bryan Abreu,HOU,60.1,31.7%,69.1%,49.1%,32.9%,79.6%,63.5%,46.6%,25.4,2022.0,2022-01-01
197,Cole Ragans,TEX,40.0,31.7%,73.7%,50.3%,57.6%,89.6%,78.3%,44.2%,22.4,2022.0,2022-01-01
198,Tyler Wells,BAL,103.2,31.7%,68.4%,50.5%,63.9%,83.9%,77.8%,51.2%,24.3,2022.0,2022-01-01
199,Matt Gage,TOR,13.0,31.7%,72.1%,50.3%,59.4%,77.4%,71.3%,46.0%,24.1,2022.0,2022-01-01
200,Robbie Ray,SEA,189.0,31.7%,71.5%,51.3%,52.4%,83.3%,73.7%,49.3%,22.9,2022.0,2022-01-01
201,Pablo Lopez,MIA,180.0,31.7%,68.1%,49.3%,57.6%,82.7%,74.3%,48.3%,24.2,2022.0,2022-01-01
202,A.J. Minter,ATL,70.0,31.7%,68.8%,51.4%,49.7%,77.6%,69.5%,53.1%,27.2,2022.0,2022-01-01
203,Jeff Brigham,MIA,24.0,31.6%,61.8%,46.5%,61.2%,81.3%,74.4%,49.4%,26.0,2022.0,2022-01-01
204,Luke Weaver,- - -,35.2,31.6%,74.2%,52.7%,61.7%,87.5%,79.7%,49.5%,23.7,2022.0,2022-01-01
205,Rob Zastryzny,- - -,4.0,31.6%,79.4%,54.2%,75.0%,81.5%,79.5%,47.2%,23.4,2022.0,2022-01-01
206,Ryan McKenna,BAL,1.1,31.6%,83.3%,51.6%,83.3%,100.0%,93.8%,38.7%,18.0,2022.0,2022-01-01
207,Joe Musgrove,SDP,181.0,31.6%,60.0%,46.5%,52.6%,87.5%,76.2%,52.3%,23.1,2022.0,2022-01-01
208,Blake Snell,SDP,128.0,31.5%,66.8%,47.8%,48.7%,80.6%,69.3%,46.1%,24.3,2022.0,2022-01-01
209,David Bednar,PIT,51.2,31.5%,68.8%,49.9%,53.0%,77.3%,69.5%,49.5%,25.4,2022.0,2022-01-01
210,Trevor Richards,TOR,64.0,31.5%,63.9%,44.5%,49.3%,78.6%,66.2%,40.2%,21.5,2022.0,2022-01-01
211,Alec Mills,CHC,17.2,31.5%,65.4%,49.0%,63.0%,96.1%,85.8%,51.7%,21.7,2022.0,2022-01-01
212,Luis Gonzalez,SFG,6.1,31.5%,61.3%,42.4%,100.0%,100.0%,100.0%,36.5%,14.9,2022.0,2022-01-01
213,Felix Bautista,BAL,65.2,31.5%,68.2%,50.3%,47.7%,79.5%,69.8%,51.2%,24.1,2022.0,2022-01-01
214,Buck Farmer,CIN,47.0,31.5%,62.5%,45.2%,58.5%,80.2%,71.8%,44.3%,24.3,2022.0,2022-01-01
