#,Name,Team,IP,FA%,FC%,FS%,SI%,CH%,SL%,CU%,CS%,KN%,SB%,XX%,Year,YearDate
252,Francisco Perez,CLE,6.2,54.9%, , , ,12.3%,32.8%, , , , , ,2021.0,2021-01-01
253,Reiss Knehr,SDP,29.0,54.8%,14.8%, , ,22.6%,7.8%, , , , , ,2021.0,2021-01-01
254,Riley O'Brien,CIN,1.1,54.8%, , , ,21.4%,23.8%, , , , , ,2021.0,2021-01-01
255,Paul Fry,BAL,47.1,54.6%, , , ,0.5%,45.0%, , , , , ,2021.0,2021-01-01
256,Josh Sborz,TEX,59.0,54.5%, , , , ,29.4%,16.1%, , , , ,2021.0,2021-01-01
257,A.J. Alexy,TEX,23.0,54.5%, , , ,18.2%,19.3%,8.0%, , , , ,2021.0,2021-01-01
258,Luis Frias,ARI,3.1,54.4%, , , ,5.9%,1.5%,38.2%, , , , ,2021.0,2021-01-01
259,Julian Merryweather,TOR,13.0,54.4%, , , ,13.4%,20.3%,12.0%, , , , ,2021.0,2021-01-01
260,Joan Adon,WSN,5.1,54.3%, , , ,6.4%,39.4%, , , , , ,2021.0,2021-01-01
261,Yohan Ramirez,SEA,27.2,54.2%, , , , ,45.8%, , , , , ,2021.0,2021-01-01
262,Ryan Feltner,COL,6.1,54.2%, , , ,7.7%,29.6%,8.5%, , , , ,2021.0,2021-01-01
263,Andrew Bellatti,MIA,3.1,54.2%, , , ,7.2%,38.6%, , , , , ,2021.0,2021-01-01
264,Ryan Helsley,STL,47.1,54.2%, , ,1.6%,2.7%,34.7%,6.8%, , , , ,2021.0,2021-01-01
265,Joe Jimenez,DET,45.1,54.2%, , , ,12.9%,32.9%, , , , , ,2021.0,2021-01-01
266,Brooks Kriske,- - -,11.1,54.1%, ,38.1%, , ,7.7%, , , , , ,2021.0,2021-01-01
267,Zac Lowther,BAL,29.2,54.1%, , , ,17.2%,13.1%,15.6%, , , , ,2021.0,2021-01-01
268,Michael Pineda,MIN,109.1,54.1%, , , ,16.9%,29.0%, , , , , ,2021.0,2021-01-01
269,Javy Guerra,WSN,6.0,54.1%,20.3%, ,3.4%,2.7%,11.5%,8.1%, , , , ,2021.0,2021-01-01
270,Adam Conley,TBR,19.2,54.1%, , , ,28.7%,17.2%, , , , , ,2021.0,2021-01-01
271,Justin Miller,- - -,19.0,53.9%, , ,18.0%,0.3%,27.8%, , , , , ,2021.0,2021-01-01
272,Nick Nelson,NYY,14.1,53.8%, , , ,34.0%,7.4%,4.7%, , , , ,2021.0,2021-01-01
273,Johan Oviedo,STL,62.1,53.7%, , , ,10.8%,23.7%,11.9%, , , , ,2021.0,2021-01-01
274,Justin Garza,CLE,28.2,53.7%,29.4%, , ,8.2%,8.7%, , , , , ,2021.0,2021-01-01
275,Stephen Gonsalves,BOS,4.1,53.7%, , , , ,18.3%,28.0%, , , , ,2021.0,2021-01-01
276,Matt Bush,TEX,4.0,53.6%, , , , ,29.0%,17.4%, , , , ,2021.0,2021-01-01
277,J.A. Happ,- - -,152.1,53.6%, , ,18.3%,11.8%,14.6%,1.7%, , , , ,2021.0,2021-01-01
278,Taylor Clarke,ARI,43.1,53.4%, , , ,15.8%,28.8%,2.0%, , , , ,2021.0,2021-01-01
279,Luis Gil,NYY,29.1,53.4%, , , ,7.3%,39.3%, , , , , ,2021.0,2021-01-01
280,Garrett Richards,BOS,136.2,53.2%, , ,0.3%,6.9%,27.4%,12.2%, , , , ,2021.0,2021-01-01
281,Keone Kela,SDP,10.2,53.2%, , , ,0.5%, ,46.3%, , , , ,2021.0,2021-01-01
282,Hoby Milner,MIL,21.2,53.2%, , ,3.1%,7.9%, ,35.9%, , , , ,2021.0,2021-01-01
283,James Kaprielian,OAK,119.1,53.1%, , ,5.8%,15.6%,17.6%,8.0%, , , , ,2021.0,2021-01-01
284,Andre Scrubb,HOU,19.2,53.1%,4.4%, , , , ,40.8%, , , ,1.7%,2021.0,2021-01-01
285,Tyler Mahle,CIN,180.0,53.0%,31.1%,15.9%, , , , , , , , ,2021.0,2021-01-01
286,Jake Rogers,DET,1.0,52.9%, , , , ,47.1%, , , , , ,2021.0,2021-01-01
287,Giovanny Gallegos,STL,80.1,52.8%, , , ,4.6%,42.6%, , , , , ,2021.0,2021-01-01
288,Kevin Gausman,SFG,192.0,52.8%, ,38.1%, ,3.5%,5.6%,0.0%, , , , ,2021.0,2021-01-01
289,Mitch White,LAD,46.2,52.8%, , , ,1.3%,17.8%,28.1%, , , , ,2021.0,2021-01-01
290,Jefry Rodriguez,WSN,24.1,52.7%, , ,22.2%,2.7%, ,22.5%, , , , ,2021.0,2021-01-01
291,Jovani Moran,MIN,8.0,52.5%, , , ,46.9%,0.6%, , , , , ,2021.0,2021-01-01
292,Jimmy Lambert,CHW,13.0,52.4%, , , ,21.1%,21.5%,4.9%, , , , ,2021.0,2021-01-01
293,Blake Snell,SDP,128.2,52.4%, , , ,10.0%,24.3%,13.3%, , , , ,2021.0,2021-01-01
294,Louis Head,TBR,35.0,52.4%, , , ,0.5%,47.1%, , , , , ,2021.0,2021-01-01
295,Garrett Cleavinger,LAD,18.0,52.3%, , ,1.1%, ,44.6%, , , , ,1.9%,2021.0,2021-01-01
296,Elieser Hernandez,MIA,51.2,52.3%, , ,1.8%,11.4%,34.5%, , , , , ,2021.0,2021-01-01
297,Heath Hembree,- - -,58.0,52.3%, , , , ,47.2%,0.5%, , , , ,2021.0,2021-01-01
298,Kyle Barraclough,MIN,13.0,52.2%, , , ,3.0%,44.8%, , , , , ,2021.0,2021-01-01
299,Archie Bradley,PHI,51.0,52.2%, , ,18.2%,14.0%, ,15.5%, , , , ,2021.0,2021-01-01
300,Freddy Peralta,MIL,144.1,52.1%, , ,1.0%,9.6%,26.6%,10.7%, , , , ,2021.0,2021-01-01
301,Shane Baz,TBR,13.1,52.0%, , ,2.5%,5.6%,21.2%,18.7%, , , , ,2021.0,2021-01-01
302,Austin Davis,- - -,26.1,52.0%, , , ,9.9%,38.1%, , , , , ,2021.0,2021-01-01
303,Justin Dunn,SEA,50.1,51.8%, , , ,1.1%,14.3%,32.8%, , , , ,2021.0,2021-01-01
304,Janson Junk,LAA,16.1,51.8%, , , ,3.2%,23.1%,21.9%, , , , ,2021.0,2021-01-01
305,Nick Pivetta,BOS,155.0,51.8%, , ,0.1%,2.7%,21.6%,23.7%, , , , ,2021.0,2021-01-01
306,Kris Bubic,KCR,130.0,51.7%, , , ,30.6%, ,17.7%, , , , ,2021.0,2021-01-01
307,Josiah Gray,- - -,70.2,51.7%, , , ,3.2%,20.0%,25.1%, , , , ,2021.0,2021-01-01
308,Zack Burdi,- - -,10.0,51.7%, , , ,17.4%,30.9%, , , , , ,2021.0,2021-01-01
309,Yoan Lopez,ARI,12.1,51.6%, , , , ,48.4%, , , , , ,2021.0,2021-01-01
310,J.P. Feyereisen,- - -,56.0,51.6%, , , ,19.9%,28.6%, , , , , ,2021.0,2021-01-01
311,Tyler Glasnow,TBR,88.0,51.6%, , , ,2.5%,32.5%,13.4%, , , , ,2021.0,2021-01-01
312,Juan Minaya,MIN,40.0,51.4%, , , ,44.9%,3.6%, , , , , ,2021.0,2021-01-01
313,Anthony Castro,TOR,24.2,51.4%, , , ,1.3%, ,47.3%, , , , ,2021.0,2021-01-01
314,Hunter Strickland,- - -,58.2,51.3%, , ,5.8%,2.1%,40.8%, , , , , ,2021.0,2021-01-01
315,Ross Stripling,TOR,101.1,51.1%, , ,0.1%,15.1%,18.3%,15.4%, , , ,0.1%,2021.0,2021-01-01
316,Cole Sulser,BAL,63.1,51.1%, , , ,33.2%,13.5%,2.2%, , , , ,2021.0,2021-01-01
317,Peter Solomon,HOU,14.0,51.1%,11.9%, , ,7.5%,8.8%,20.7%, , , , ,2021.0,2021-01-01
318,Alexander Wells,BAL,42.2,50.8%, , , ,13.8%,16.0%,19.4%, , , , ,2021.0,2021-01-01
319,Kyle Zimmer,KCR,54.0,50.7%, , , ,2.2%,36.8%,10.2%, , , , ,2021.0,2021-01-01
320,Jack Flaherty,STL,78.1,50.7%, , ,6.1%,1.8%,28.3%,13.1%, , , , ,2021.0,2021-01-01
321,Tyler Ivey,HOU,4.2,50.6%, , , ,13.9%,19.0%,16.5%, , , , ,2021.0,2021-01-01
322,Domingo Acevedo,OAK,11.0,50.6%, , , ,20.7%,28.7%, , , , , ,2021.0,2021-01-01
323,Luis Oviedo,PIT,29.2,50.5%, , , ,6.2%,21.2%,22.1%, , , , ,2021.0,2021-01-01
324,J.B. Wendelken,- - -,43.2,50.5%, , ,13.8%,9.7%,22.6%,3.5%, , , , ,2021.0,2021-01-01
325,Marco Gonzales,SEA,143.1,50.4%,14.1%, , ,20.1%, ,15.4%, , , , ,2021.0,2021-01-01
326,Cam Bedrosian,- - -,25.0,50.4%, ,24.9%, , ,0.6%,24.1%, , , , ,2021.0,2021-01-01
327,Darien Nunez,LAD,7.2,50.4%, , , ,48.0%,1.6%, , , , , ,2021.0,2021-01-01
328,Josh Rogers,WSN,35.2,50.3%, , ,1.3%,12.8%,35.6%, , , , , ,2021.0,2021-01-01
329,Ryan Burr,CHW,36.2,50.3%,40.1%, , , ,9.6%, , , , , ,2021.0,2021-01-01
330,John Curtiss,- - -,44.1,50.1%, , , , ,49.9%, , , , , ,2021.0,2021-01-01
331,Vince Velasquez,- - -,94.1,50.1%, , ,5.0%,14.5%,13.7%,16.8%, , , , ,2021.0,2021-01-01
332,Ryan Buchter,ARI,16.1,50.0%,11.6%, ,1.0%, , ,37.4%, , , , ,2021.0,2021-01-01
333,Brent Honeywell,TBR,4.1,50.0%, , , ,23.1%,25.6%, , , ,1.3%, ,2021.0,2021-01-01
334,Dan Altavilla,SDP,1.1,50.0%, , , , ,50.0%, , , , , ,2021.0,2021-01-01
335,Phil Maton,- - -,66.2,50.0%,6.6%, , , ,18.1%,25.4%, , , , ,2021.0,2021-01-01
336,Nick Allgeyer,TOR,1.0,50.0%, , , ,14.3%, ,35.7%, , , , ,2021.0,2021-01-01
337,Brad Brach,CIN,30.0,49.9%,0.2%, ,1.0%,35.9%,13.0%, , , , , ,2021.0,2021-01-01
338,Adam Plutko,BAL,56.1,49.9%,32.3%, , , ,10.7%,7.0%, , , , ,2021.0,2021-01-01
339,Jarlin Garcia,SFG,68.2,49.9%, , , ,24.7%,25.4%, , , , , ,2021.0,2021-01-01
340,Matt Barnes,BOS,54.2,49.8%, , , ,1.7%, ,48.4%, , , , ,2021.0,2021-01-01
341,Tucker Davidson,ATL,20.0,49.8%, , , ,0.7%,40.3%,9.2%, , , , ,2021.0,2021-01-01
342,Drew Anderson,TEX,22.0,49.7%, , , ,13.9%,20.5%,15.9%, , , , ,2021.0,2021-01-01
343,Jon Heasley,KCR,14.2,49.6%, , , ,23.6%, ,26.8%, , , , ,2021.0,2021-01-01
344,Jameson Taillon,NYY,144.1,49.6%,0.6%, ,5.5%,6.0%,19.3%,19.1%, , , , ,2021.0,2021-01-01
345,Eli Morgan,CLE,89.1,49.6%,0.3%, , ,22.8%,23.3%,4.1%, , , , ,2021.0,2021-01-01
346,Robert Stephenson,COL,46.0,49.4%,0.9%, , ,0.8%,45.1%,3.8%, , , , ,2021.0,2021-01-01
347,Kutter Crawford,BOS,2.0,49.1%,26.3%,1.8%, , , ,22.8%, , , , ,2021.0,2021-01-01
348,John Brebbia,SFG,18.1,49.1%, , , ,1.8%,49.1%, , , , , ,2021.0,2021-01-01
349,Caleb Thielbar,MIN,64.0,49.0%, , , ,0.2%,34.4%,16.4%, , , , ,2021.0,2021-01-01
350,Chase De Jong,PIT,43.2,48.9%, , , ,4.8%,22.7%,23.6%, , , , ,2021.0,2021-01-01
351,Glenn Otto,TEX,23.1,48.9%, , , ,6.0%,35.3%,9.8%, , , , ,2021.0,2021-01-01
352,Jake Latz,TEX,4.2,48.8%, , , ,23.8%,14.3%,13.1%, , , , ,2021.0,2021-01-01
353,Cody Poteet,MIA,30.2,48.7%, , , ,18.2%,19.0%,14.1%, , , , ,2021.0,2021-01-01
354,Max Kranick,PIT,38.2,48.5%, , , ,7.6%,31.5%,12.5%, , , , ,2021.0,2021-01-01
355,Julio Urias,LAD,185.2,48.4%, , , ,17.3%, ,34.2%, , , , ,2021.0,2021-01-01
356,Anthony Banda,- - -,33.2,48.3%, , , ,36.8%,1.0%,14.0%, , , , ,2021.0,2021-01-01
357,Angel Rondon,STL,2.0,48.3%, , , ,24.1%,24.1%,3.4%, , , , ,2021.0,2021-01-01
358,Chris Stratton,PIT,79.1,48.2%, , ,0.1%,12.7%,13.9%,25.2%, , , , ,2021.0,2021-01-01
359,Eric Hanhold,BAL,10.1,48.1%, , ,11.6%,15.3%,24.9%, , , , , ,2021.0,2021-01-01
360,Caleb Smith,ARI,113.2,48.1%, , , ,14.7%,29.6%,7.5%, , , , ,2021.0,2021-01-01
361,Chris Ellis,- - -,29.1,48.1%, , , ,8.5%,30.9%,12.4%, , , , ,2021.0,2021-01-01
362,Conner Greene,- - -,25.1,48.1%, , , ,8.9%,31.1%,11.9%, , , , ,2021.0,2021-01-01
363,Junior Fernandez,STL,20.2,48.1%, , , ,32.1%,19.8%, , , , , ,2021.0,2021-01-01
364,Genesis Cabrera,STL,70.0,48.0%, , ,16.2%,16.5%, ,18.8%, , , ,0.4%,2021.0,2021-01-01
365,John Means,BAL,146.2,47.9%, , , ,27.3%,8.4%,16.4%, , , , ,2021.0,2021-01-01
366,Josh Staumont,KCR,65.2,47.9%, , ,17.3%, , ,34.8%, , , , ,2021.0,2021-01-01
367,Amir Garrett,CIN,47.2,47.7%, , ,1.2%, ,51.0%, , , , ,0.1%,2021.0,2021-01-01
368,Pedro Avila,SDP,4.0,47.6%, , ,3.6%,28.6%,9.5%,10.7%, , , , ,2021.0,2021-01-01
369,Chris Sale,BOS,42.2,47.6%, , ,1.6%,19.3%,31.4%, , , , ,0.1%,2021.0,2021-01-01
370,Jon Gray,COL,149.0,47.5%, , ,0.1%,8.2%,37.9%,6.3%, , , , ,2021.0,2021-01-01
371,Drew Hutchison,DET,21.1,47.5%, , ,5.3%,11.5%,35.7%, , , , , ,2021.0,2021-01-01
372,Daniel Norris,- - -,57.0,47.5%, , ,0.1%,29.8%,22.7%, , , , , ,2021.0,2021-01-01
373,Ian Anderson,ATL,128.1,47.4%, , , ,31.5%, ,21.1%, , , , ,2021.0,2021-01-01
374,Pete Fairbanks,TBR,42.2,47.4%,10.2%, , ,0.3%,42.1%, , , , , ,2021.0,2021-01-01
375,Vladimir Gutierrez,CIN,114.0,47.4%, , , ,12.2%,22.7%,17.7%, , , , ,2021.0,2021-01-01
376,Gerrit Cole,NYY,181.1,47.3%, , ,0.7%,14.2%,22.2%,15.7%, , , , ,2021.0,2021-01-01
377,Will Smith,ATL,68.0,47.3%, , , , ,41.1%,11.6%, , , , ,2021.0,2021-01-01
378,Kolby Allard,TEX,124.2,47.3%,24.8%, , ,16.8%, ,11.0%, , , ,0.1%,2021.0,2021-01-01
379,Dominic Leone,SFG,53.2,47.2%,23.6%, ,1.5%, ,27.6%, , , , , ,2021.0,2021-01-01
380,Rich Hill,- - -,158.2,47.0%,2.7%, ,2.8%,2.6%,0.4%,44.3%,0.0%, , , ,2021.0,2021-01-01
381,Nick Neidert,MIA,35.2,47.0%, , , ,12.0%,31.1%,9.9%, , , , ,2021.0,2021-01-01
382,Shea Spitzbarth,PIT,5.0,47.0%, , , ,38.6%, ,14.5%, , , , ,2021.0,2021-01-01
383,Buck Farmer,DET,35.1,47.0%, , ,0.7%,25.6%,26.7%, , , , , ,2021.0,2021-01-01
384,Tony Santillan,CIN,43.1,46.9%, , , ,6.6%,46.5%, , , , , ,2021.0,2021-01-01
385,Keegan Thompson,CHC,53.1,46.9%,27.2%, ,1.0%,2.2%, ,22.7%, , , , ,2021.0,2021-01-01
386,J.B. Bukauskas,ARI,17.1,46.9%, , ,0.3%,10.8%,42.0%, , , , , ,2021.0,2021-01-01
387,Max Scherzer,- - -,179.1,46.7%,9.5%, , ,14.9%,19.0%,9.8%, , , , ,2021.0,2021-01-01
388,Mychal Givens,- - -,51.0,46.7%, , , ,37.7%,15.6%, , , , , ,2021.0,2021-01-01
389,Brandon Waddell,- - -,9.1,46.7%, , ,4.7%,6.5%,41.6%, , , , ,0.5%,2021.0,2021-01-01
390,Chi Chi Gonzalez,COL,101.2,46.7%, , ,5.6%,9.7%,32.6%,5.3%, , , , ,2021.0,2021-01-01
391,Nestor Cortes,NYY,93.0,46.7%,23.6%, , ,9.7%,19.9%,0.1%, , , , ,2021.0,2021-01-01
392,Sean Nolin,WSN,26.2,46.7%, , , ,15.6%,23.4%,14.2%, , , , ,2021.0,2021-01-01
393,Spenser Watkins,BAL,54.2,46.7%, , , ,6.0%,30.8%,16.5%, , , , ,2021.0,2021-01-01
394,Jonathan Stiever,CHW,0.0,46.7%, , ,13.3%,26.7%,13.3%, , , , , ,2021.0,2021-01-01
395,Drew Smyly,ATL,126.2,46.7%,11.4%, , , , ,42.0%, , , , ,2021.0,2021-01-01
396,Dylan Cease,CHW,165.2,46.6%, , ,0.1%,7.4%,30.6%,15.2%, , , , ,2021.0,2021-01-01
397,Joe Barlow,TEX,29.0,46.6%, , , , ,40.7%,12.7%, , , , ,2021.0,2021-01-01
398,Hans Crouse,PHI,7.0,46.6%, , , ,16.0%,37.4%, , , , , ,2021.0,2021-01-01
399,Trevor Williams,- - -,91.0,46.5%,2.0%, ,11.7%,10.2%,20.8%,8.8%, , , , ,2021.0,2021-01-01
400,Tyler Beede,SFG,1.0,46.4%, , , ,25.0%, ,28.6%, , , , ,2021.0,2021-01-01
401,Jesse Biddle,ATL,10.2,46.2%, , ,7.0%, ,16.7%,30.1%, , , , ,2021.0,2021-01-01
402,Andre Jackson,LAD,11.2,46.2%, , , ,39.2%,12.6%,2.0%, , , , ,2021.0,2021-01-01
403,Lewis Thorpe,MIN,15.1,46.2%, , , ,14.3%,30.3%,9.2%, , , , ,2021.0,2021-01-01
404,Jharel Cotton,TEX,30.2,46.2%,1.3%, , ,30.3%,13.9%,8.3%, , , , ,2021.0,2021-01-01
405,Miguel Diaz,SDP,42.0,46.2%, , , ,51.9%,1.9%, , , , , ,2021.0,2021-01-01
406,Taylor Hearn,TEX,104.1,46.1%, , ,21.8%,12.0%,20.0%, , , , ,0.1%,2021.0,2021-01-01
407,Griffin Jax,MIN,82.0,45.9%, , , ,14.0%,31.1%,9.0%, , , , ,2021.0,2021-01-01
408,Asher Wojciechowski,NYY,4.0,45.8%,16.9%, , , ,21.7%,15.7%, , , , ,2021.0,2021-01-01
409,Hyeon-jong Yang,TEX,35.1,45.8%, , , ,27.4%,22.8%,4.1%, , , , ,2021.0,2021-01-01
410,Justin Steele,CHC,57.0,45.7%, , ,20.1%,2.1%,16.6%,15.5%, , , , ,2021.0,2021-01-01
411,Blake Parker,CLE,43.2,45.7%,11.6%,34.1%, , , ,8.6%, , , , ,2021.0,2021-01-01
412,Ashton Goudeau,- - -,34.1,45.6%, , , ,21.8%,0.2%,32.4%, , , , ,2021.0,2021-01-01
413,Andrew Wantz,LAA,27.1,45.5%,29.8%, , ,7.7%,14.3%,2.7%, , , , ,2021.0,2021-01-01
414,Tanner Scott,BAL,54.0,45.5%, , ,2.9%, ,51.6%, , , , , ,2021.0,2021-01-01
415,Hirokazu Sawamura,BOS,53.0,45.5%, ,39.2%, , ,15.3%, , , , , ,2021.0,2021-01-01
416,Paul Campbell,MIA,26.2,45.5%,12.6%, , ,6.0%,17.1%,18.8%, , , , ,2021.0,2021-01-01
417,Darren O'Day,NYY,10.2,45.5%, , ,5.8%, ,48.7%, , , , , ,2021.0,2021-01-01
418,Cody Stashak,MIN,15.2,45.5%, , , ,2.3%,52.3%, , , , , ,2021.0,2021-01-01
419,Bryan Abreu,HOU,36.0,45.3%, , , , ,38.8%,16.0%, , , , ,2021.0,2021-01-01
420,Austin Brice,BOS,13.2,45.3%, , ,13.5%,2.6%, ,38.7%, , , , ,2021.0,2021-01-01
421,Alex Lange,DET,35.2,45.2%,0.5%, , ,15.1%, ,39.2%, , , , ,2021.0,2021-01-01
422,Connor Brogdon,PHI,57.2,45.2%,19.2%, , ,35.6%, , , , , , ,2021.0,2021-01-01
423,Thomas Hatch,TOR,9.1,45.2%, , ,12.7%,22.9%,19.3%, , , , , ,2021.0,2021-01-01
424,Reid Detmers,LAA,20.2,45.1%, , , ,4.7%,24.0%,26.1%, , , , ,2021.0,2021-01-01
425,Yency Almonte,COL,47.2,45.1%, , ,3.7%,10.1%,41.1%, , , , , ,2021.0,2021-01-01
426,Evan Phillips,- - -,13.1,45.1%, ,10.7%, , ,44.3%, , , , , ,2021.0,2021-01-01
427,Ervin Santana,KCR,65.1,45.1%, , ,0.2%,3.0%,51.7%, , , , , ,2021.0,2021-01-01
428,Kevin Quackenbush,LAD,0.1,45.0%, , , , ,15.0%,40.0%, , , , ,2021.0,2021-01-01
429,Chris Archer,TBR,19.1,45.0%, , , ,12.8%,42.2%, , , , , ,2021.0,2021-01-01
430,Huascar Ynoa,ATL,91.0,44.9%, , , ,6.9%,48.2%, , , , , ,2021.0,2021-01-01
431,Nick Vincent,MIN,12.2,44.8%,42.1%, ,2.2%,7.7%,2.7%, , , , ,0.5%,2021.0,2021-01-01
432,Luis Garcia,HOU,155.1,44.7%,22.5%, , ,11.0%,12.4%,9.4%, , , , ,2021.0,2021-01-01
433,Eric Lauer,MIL,118.2,44.6%,18.1%, , ,11.3%,11.5%,14.5%, , , , ,2021.0,2021-01-01
434,Edwin Uceta,LAD,20.1,44.6%, , , ,41.0%,14.4%, , , , , ,2021.0,2021-01-01
435,Walker Buehler,LAD,207.2,44.5%,16.0%, ,7.5%,4.6%,14.1%,13.2%, , , , ,2021.0,2021-01-01
436,Jacob Webb,ATL,34.1,44.5%, , , ,46.1%, ,9.3%, , , , ,2021.0,2021-01-01
437,Tyler Duffey,MIN,62.1,44.5%, , ,4.2%, , ,47.3%,4.0%, , , ,2021.0,2021-01-01
438,Brock Holt,TEX,1.0,44.4%, , , ,55.6%, , , , , , ,2021.0,2021-01-01
439,German Marquez,COL,180.0,44.4%, , ,8.6%,2.0%,25.4%,19.6%, , , ,0.0%,2021.0,2021-01-01
440,Ty Tice,- - -,8.0,44.4%, , , , ,37.3%,18.3%, , , , ,2021.0,2021-01-01
441,Yusmeiro Petit,OAK,78.0,44.4%,24.4%, , ,17.7%, ,13.6%, , , , ,2021.0,2021-01-01
442,Danny Duffy,KCR,61.0,44.3%, , ,11.4%,15.3%,18.2%,10.8%, , , , ,2021.0,2021-01-01
443,Ryan Hendrix,CIN,31.2,44.3%, , , ,0.6%,55.2%, , , , , ,2021.0,2021-01-01
444,David Hale,PHI,26.2,44.3%, , ,11.3%,24.3%,20.2%, , , , , ,2021.0,2021-01-01
445,Charlie Barnes,MIN,38.0,44.1%, , , ,29.2%,24.3%,2.4%, , , , ,2021.0,2021-01-01
446,Shohei Ohtani,LAA,130.1,44.0%,12.1%,18.3%,0.0%, ,21.9%,3.7%, , , , ,2021.0,2021-01-01
447,Jake Newberry,KCR,4.1,44.0%, , , ,4.0%,52.0%, , , , , ,2021.0,2021-01-01
448,Keury Mella,ARI,1.2,44.0%, , ,32.0%,6.0%,18.0%, , , , , ,2021.0,2021-01-01
449,Bryse Wilson,- - -,74.0,43.9%,0.4%, ,19.7%,19.9%,4.6%,11.5%, , , , ,2021.0,2021-01-01
450,Lucas Giolito,CHW,178.2,43.9%, , , ,31.8%,21.5%,2.8%, , , , ,2021.0,2021-01-01
451,Luis Severino,NYY,6.0,43.9%,2.0%, , ,26.5%,27.6%, , , , , ,2021.0,2021-01-01
452,Dinelson Lamet,SDP,47.0,43.9%, , ,4.3%,1.2%,50.6%, , , , , ,2021.0,2021-01-01
453,Matt Andriese,- - -,48.1,43.9%,5.7%, ,4.6%,33.2%, ,12.6%, , , , ,2021.0,2021-01-01
454,Matt Strahm,SDP,6.2,43.8%, , ,12.4%,8.0%,21.9%,13.1%, , , ,0.7%,2021.0,2021-01-01
455,Ramon Rosso,PHI,8.0,43.8%, , ,15.3%,5.6%,35.4%, , , , , ,2021.0,2021-01-01
456,Tony Gonsolin,LAD,55.2,43.6%, ,21.7%, , ,25.9%,8.8%, , , , ,2021.0,2021-01-01
457,Daniel Lynch,KCR,68.0,43.6%, , ,8.9%,16.1%,28.7%,2.7%, , , , ,2021.0,2021-01-01
458,Wes Benjamin,TEX,22.2,43.6%,28.0%, , ,12.6%, ,15.8%, , , , ,2021.0,2021-01-01
459,Gregory Santos,SFG,2.0,43.4%, , , , ,56.6%, , , , , ,2021.0,2021-01-01
460,Tyler Kinley,COL,70.1,43.3%, , ,0.1%,3.9%,52.4%,0.3%, , , , ,2021.0,2021-01-01
461,Sammy Long,SFG,40.2,43.2%, , , ,20.5%,2.2%,34.2%, , , , ,2021.0,2021-01-01
462,Tarik Skubal,DET,149.1,43.1%, ,2.3%,12.9%,12.1%,22.8%,6.8%, , , , ,2021.0,2021-01-01
463,Tim Hill,SDP,59.2,43.0%, , ,41.5%,0.2%,15.3%, , , , , ,2021.0,2021-01-01
464,Sam Howard,PIT,45.0,42.9%, , , ,1.8%,54.4%, , , , ,0.9%,2021.0,2021-01-01
465,John Schreiber,BOS,3.0,42.9%, , ,21.4%,5.4%,30.4%, , , , , ,2021.0,2021-01-01
466,Mike Minor,KCR,158.2,42.8%, , , ,19.6%,21.9%,15.7%, , , , ,2021.0,2021-01-01
467,Matt Manning,DET,85.1,42.7%, , ,18.1%,12.7%,15.1%,11.3%, , , , ,2021.0,2021-01-01
468,Anthony Swarzak,- - -,12.1,42.7%, , ,1.5%, ,55.8%, , , , , ,2021.0,2021-01-01
469,Zack Wheeler,PHI,213.1,42.6%, ,2.0%,18.2%,1.7%,25.0%,10.6%, , , , ,2021.0,2021-01-01
470,Humberto Mejia,ARI,22.1,42.5%, , ,20.7%,15.9%,15.2%,5.7%, , , , ,2021.0,2021-01-01
471,A.J. Minter,ATL,52.1,42.5%, , , ,13.4%,44.2%, , , , , ,2021.0,2021-01-01
472,Kyle Muller,ATL,36.2,42.4%, , , ,1.9%,35.0%,20.7%, , , , ,2021.0,2021-01-01
473,Nathan Eovaldi,BOS,182.1,42.3%,12.5%,12.7%, , ,13.7%,18.8%, , , , ,2021.0,2021-01-01
474,Lance Lynn,CHW,157.0,42.3%,30.6%, ,20.1%,4.1%, ,3.0%, , , , ,2021.0,2021-01-01
475,Cody Ponce,PIT,38.1,42.3%,18.5%, , ,8.3%,14.3%,16.6%, , , , ,2021.0,2021-01-01
476,Bruce Zimmermann,BAL,64.1,42.2%, , , ,25.8%,18.9%,13.1%, , , , ,2021.0,2021-01-01
477,Matthew Boyd,DET,78.2,42.2%, , ,5.4%,22.4%,22.4%,7.6%, , , , ,2021.0,2021-01-01
478,A.J. Cole,TOR,8.0,42.1%,19.3%, , ,3.5%,23.7%,11.4%, , , , ,2021.0,2021-01-01
479,Sam Hentges,CLE,68.2,42.1%, , ,8.7%,0.4%,23.9%,24.9%, , , , ,2021.0,2021-01-01
480,Jeffrey Springs,TBR,44.2,41.9%, , , ,27.8%,30.2%, , , , , ,2021.0,2021-01-01
481,Zach Plesac,CLE,142.2,41.9%, , , ,24.3%,22.9%,10.9%, , , , ,2021.0,2021-01-01
482,Logan Allen,CLE,50.1,41.8%, , ,1.6%,16.1%,31.7%,8.8%, , , , ,2021.0,2021-01-01
483,Jose Cisnero,DET,61.2,41.8%, , ,24.2%,6.1%,28.0%, , , , , ,2021.0,2021-01-01
484,Jose Quintana,- - -,63.0,41.7%, , ,17.0%,14.5%, ,26.8%, , , , ,2021.0,2021-01-01
485,Kwang-hyun Kim,STL,106.2,41.6%, , ,0.2%,11.7%,37.6%,8.9%, , , , ,2021.0,2021-01-01
