#,Name,Team,IP,FA%,FC%,FS%,SI%,CH%,SL%,CU%,CS%,KN%,SB%,XX%,Year,YearDate
278,Pedro Avila,SDP,4.0,48.6%, , , ,34.3%,7.1%,10.0%, , , , ,2022.0,2022-01-01
279,Roansy Contreras,PIT,95.0,48.5%, , , ,3.0%,35.3%,13.2%, , , , ,2022.0,2022-01-01
280,Luke Farrell,- - -,15.0,48.4%, , , ,2.8%,37.2%,11.6%, , , , ,2022.0,2022-01-01
281,Jared Solomon,CIN,8.1,48.4%, , , ,1.3%,50.3%, , , , , ,2022.0,2022-01-01
282,Max Castillo,- - -,39.1,48.4%, , , ,32.9%,18.8%, , , , , ,2022.0,2022-01-01
283,Ryan Burr,CHW,9.0,48.3%, , ,4.7%, ,40.9%,6.0%, , , , ,2022.0,2022-01-01
284,Miguel Diaz,DET,3.2,48.2%, , ,7.1%,41.1%,3.6%, , , , , ,2022.0,2022-01-01
285,Jalen Beeks,TBR,61.0,48.1%,1.0%, , ,49.3%,1.5%, , , , , ,2022.0,2022-01-01
286,Zac Gallen,ARI,184.0,48.1%,12.7%, ,0.0%,14.3%,3.0%,21.9%, , , , ,2022.0,2022-01-01
287,Logan Gillaspie,BAL,17.1,48.1%, , , ,21.8%,20.6%,9.5%, , , , ,2022.0,2022-01-01
288,Brian Moran,LAA,0.1,48.0%, , , , ,52.0%, , , , , ,2022.0,2022-01-01
289,Nate Fisher,NYM,3.0,48.0%, , , ,14.0%,34.0%,4.0%, , , , ,2022.0,2022-01-01
290,Paolo Espino,WSN,113.1,48.0%, , , ,4.7%,21.4%,25.9%, , , , ,2022.0,2022-01-01
291,Ian Anderson,ATL,111.2,48.0%, , , ,33.4%, ,18.7%, , , , ,2022.0,2022-01-01
292,Louie Varland,MIN,26.0,47.9%, , , ,14.6%,34.8%,2.7%, , , , ,2022.0,2022-01-01
293,Gregory Santos,SFG,3.2,47.8%, , , , ,52.2%, , , , , ,2022.0,2022-01-01
294,Juan Minaya,MIN,9.2,47.7%, , , ,36.8%,15.5%, , , , , ,2022.0,2022-01-01
295,Lucas Giolito,CHW,161.2,47.7%, , , ,25.5%,23.6%,3.2%, , , , ,2022.0,2022-01-01
296,Taylor Hearn,TEX,100.0,47.7%,2.1%, ,15.4%,8.4%,26.4%, , , , , ,2022.0,2022-01-01
297,Keegan Thompson,CHC,115.0,47.7%,21.3%, ,4.6%,4.8%,4.2%,17.3%, , , ,0.1%,2022.0,2022-01-01
298,Jacob Barnes,- - -,22.1,47.6%,42.1%, , , ,10.2%, , , , , ,2022.0,2022-01-01
299,Mike Baumann,BAL,34.1,47.6%, , , ,4.5%,28.6%,18.3%, , , ,1.0%,2022.0,2022-01-01
300,Jack Flaherty,STL,36.0,47.6%,2.0%, ,6.3%,0.9%,26.7%,16.5%, , , , ,2022.0,2022-01-01
301,Jose Ruiz,CHW,60.2,47.5%, , ,0.4%,22.7%, ,29.4%, , , , ,2022.0,2022-01-01
302,Trevor Stephan,CLE,63.2,47.5%, ,27.7%, , ,24.8%, , , , , ,2022.0,2022-01-01
303,Tyler Cyr,- - -,13.1,47.3%,19.2%, , ,33.5%, , , , , , ,2022.0,2022-01-01
304,Zack Kelly,BOS,13.2,47.3%, , , ,39.2%,13.5%, , , , , ,2022.0,2022-01-01
305,Jacob deGrom,NYM,64.1,47.3%, , ,0.2%,8.1%,39.3%,5.1%, , , , ,2022.0,2022-01-01
306,Robert Stephenson,- - -,58.0,47.2%, , , ,0.6%,50.5%,1.3%, , , ,0.4%,2022.0,2022-01-01
307,J.B. Wendelken,ARI,29.0,46.9%, , ,13.3%,16.2%,22.5%,1.0%, , , , ,2022.0,2022-01-01
308,Chase De Jong,PIT,71.2,46.8%, , , ,1.0%,29.2%,22.9%, , , , ,2022.0,2022-01-01
309,Kyle Muller,ATL,12.1,46.8%, , , ,9.9%,23.6%,19.7%, , , , ,2022.0,2022-01-01
310,Nestor Cortes,NYY,158.1,46.7%,29.9%, , ,4.4%,18.7%,0.2%, , , , ,2022.0,2022-01-01
311,Sean Reid-Foley,NYM,10.0,46.6%, , , ,19.2%,33.7%,0.5%, , , , ,2022.0,2022-01-01
312,Jackson Kowar,KCR,15.2,46.6%, , , ,42.8%,10.6%, , , , , ,2022.0,2022-01-01
313,Yoan Lopez,NYM,11.0,46.2%, ,6.1%, , ,47.7%, , , , , ,2022.0,2022-01-01
314,Jack Mayfield,LAA,1.0,46.2%, , , , , , , ,53.8%, , ,2022.0,2022-01-01
315,Beau Brieske,DET,81.2,46.2%, , ,7.1%,22.1%,20.7%,3.8%, , , , ,2022.0,2022-01-01
316,A.J. Puk,OAK,66.1,46.1%, , ,15.7%,0.2%,38.1%, , , , , ,2022.0,2022-01-01
317,Kyle Barraclough,LAA,9.0,46.0%,7.9%, , ,0.7%,45.3%, , , , , ,2022.0,2022-01-01
318,Ken Giles,SEA,4.1,46.0%, , , , ,54.0%, , , , , ,2022.0,2022-01-01
319,John Brebbia,SFG,68.0,46.0%, , , ,0.1%,53.9%, , , , , ,2022.0,2022-01-01
320,Cristofer Ogando,TBR,4.1,45.9%, , , , ,54.1%, , , , , ,2022.0,2022-01-01
321,Rafael Montero,HOU,68.1,45.9%, , ,22.5%,19.4%,12.2%, , , , , ,2022.0,2022-01-01
322,Parker Markel,OAK,3.0,45.9%, , , , ,54.1%, , , , , ,2022.0,2022-01-01
323,Matt Barnes,BOS,39.2,45.9%, , , ,7.2%,0.3%,46.6%, , , , ,2022.0,2022-01-01
324,Mike Mayers,LAA,50.2,45.8%,8.1%, ,0.9%,7.5%,35.1%,2.6%, , , , ,2022.0,2022-01-01
325,Conner Menez,CHC,1.0,45.8%, , , , ,50.0%,4.2%, , , , ,2022.0,2022-01-01
326,Ronel Blanco,HOU,6.1,45.8%, , , ,7.5%,42.5%,4.2%, , , , ,2022.0,2022-01-01
327,Chris Ellis,BAL,4.1,45.8%, , , ,13.3%,36.1%,4.8%, , , , ,2022.0,2022-01-01
328,Davis Martin,CHW,63.1,45.7%, , , ,10.9%,31.8%,11.6%, , , , ,2022.0,2022-01-01
329,George Kirby,SEA,130.0,45.6%, , ,12.0%,8.0%,20.5%,13.9%, , , ,0.0%,2022.0,2022-01-01
330,Caleb Smith,ARI,70.0,45.6%, , , ,22.4%,28.8%,3.2%, , , ,0.1%,2022.0,2022-01-01
331,Dylan Lee,ATL,50.2,45.5%, , , ,6.6%,47.9%, , , , , ,2022.0,2022-01-01
332,Tyler Kinley,COL,24.0,45.5%, , ,1.1%,0.5%,52.9%, , , , , ,2022.0,2022-01-01
333,Max Scherzer,NYM,145.1,45.4%,9.2%, , ,12.6%,23.6%,9.2%, , , , ,2022.0,2022-01-01
334,Lance Lynn,CHW,121.2,45.4%,29.1%, ,12.9%,4.0%,6.0%,2.8%, , , , ,2022.0,2022-01-01
335,Rony Garcia,DET,51.0,45.3%, , ,12.9%,10.2%,31.6%, , , , , ,2022.0,2022-01-01
336,Vince Velasquez,CHW,75.1,45.2%, , ,7.1%,8.6%,22.2%,16.9%, , , , ,2022.0,2022-01-01
337,Bryan Abreu,HOU,60.1,45.2%, , ,0.4%,0.2%,46.0%,8.2%, , , , ,2022.0,2022-01-01
338,Cam Vieaux,PIT,8.2,45.2%, , , ,17.8%,37.0%, , , , , ,2022.0,2022-01-01
339,Kenny Rosenberg,LAA,10.2,45.1%, , , ,33.7%,16.6%,4.7%, , , , ,2022.0,2022-01-01
340,Yadier Molina,STL,2.0,45.0%, , , ,2.5%, ,52.5%, , , , ,2022.0,2022-01-01
341,Reid Detmers,LAA,129.0,45.0%, , , ,11.3%,25.5%,18.2%, , , ,0.0%,2022.0,2022-01-01
342,Matt Moore,TEX,74.0,45.0%, , , ,16.8%, ,38.2%, , , , ,2022.0,2022-01-01
343,Shelby Miller,SFG,7.0,44.9%, , , , ,55.1%, , , , , ,2022.0,2022-01-01
344,Norge Ruiz,OAK,19.0,44.8%, , , ,16.9%,38.0%,0.3%, , , , ,2022.0,2022-01-01
345,Tanner Banks,CHW,53.0,44.8%, , , ,19.9%,34.5%, , , , ,0.9%,2022.0,2022-01-01
346,Cionel Perez,BAL,57.2,44.7%, , ,15.9%, ,37.2%,2.2%, , , , ,2022.0,2022-01-01
347,Jimmy Lambert,CHW,47.0,44.6%, , , ,14.2%,33.0%,8.2%, , , , ,2022.0,2022-01-01
348,Mitch White,- - -,99.0,44.6%, , ,7.1%,3.8%,27.2%,17.2%, , , , ,2022.0,2022-01-01
349,Dinelson Lamet,- - -,32.1,44.5%, , ,1.4%, ,54.1%, , , , , ,2022.0,2022-01-01
350,Buck Farmer,CIN,47.0,44.5%, , ,0.1%,24.0%,31.4%, , , , , ,2022.0,2022-01-01
351,J.P. Feyereisen,TBR,24.1,44.5%, , , ,26.5%,29.1%, , , , , ,2022.0,2022-01-01
352,Cole Ragans,TEX,40.0,44.5%,16.4%, , ,32.9%, ,6.2%, , , , ,2022.0,2022-01-01
353,Michael Feliz,BOS,3.1,44.4%, , , ,14.3%,41.3%, , , , , ,2022.0,2022-01-01
354,Rob Zastryzny,- - -,4.0,44.4%,6.9%, , ,25.0%,23.6%, , , , , ,2022.0,2022-01-01
355,Bowden Francis,TOR,0.2,44.4%, , , ,11.1%,11.1%,33.3%, , , , ,2022.0,2022-01-01
356,Robert Suarez,SDP,47.2,44.4%,9.0%, ,20.1%,21.0%,1.0%,4.5%, , , , ,2022.0,2022-01-01
357,Jharel Cotton,- - -,43.0,44.4%,0.5%, , ,40.1%,10.3%,4.7%, , , , ,2022.0,2022-01-01
358,Jake Diekman,- - -,57.2,44.4%, , ,19.1%,1.2%,35.3%, , , , , ,2022.0,2022-01-01
359,Austin Davis,- - -,56.0,44.2%, , ,1.4%,16.0%,38.3%,0.1%, , , , ,2022.0,2022-01-01
360,Yimi Garcia,TOR,61.0,44.2%,17.7%, ,14.2%,7.3%,16.6%, , , , , ,2022.0,2022-01-01
361,Chasen Shreve,NYM,26.1,44.1%, ,36.8%, , , ,18.2%, , , ,0.8%,2022.0,2022-01-01
362,Trevor Richards,TOR,64.0,44.1%, , , ,37.5%,18.4%, , , , , ,2022.0,2022-01-01
363,Ryan Brasier,BOS,62.1,44.1%, , ,11.7%,1.3%,42.9%, , , , , ,2022.0,2022-01-01
364,Cody Morris,CLE,23.2,44.1%,31.7%, , ,17.3%, ,6.9%, , , , ,2022.0,2022-01-01
365,Luis Patino,TBR,20.0,44.0%, , ,13.2%,13.0%,29.8%, , , , , ,2022.0,2022-01-01
366,Sammy Long,SFG,42.1,44.0%, , , ,29.1%, ,26.8%, , , , ,2022.0,2022-01-01
367,Harold Castro,DET,4.0,44.0%, , , ,54.0%, ,2.0%, , , , ,2022.0,2022-01-01
368,Ian Gibaut,- - -,36.0,44.0%,22.3%, , ,11.4%,22.3%, , , , , ,2022.0,2022-01-01
369,Ron Marinaccio,NYY,44.0,43.9%, , , ,37.9%,17.8%, , , , ,0.4%,2022.0,2022-01-01
370,Chris Stratton,- - -,63.1,43.8%, , ,1.3%,6.8%,19.2%,28.9%, , , , ,2022.0,2022-01-01
371,Amir Garrett,KCR,45.1,43.8%, , , ,0.1%,56.1%, , , , , ,2022.0,2022-01-01
372,Eric Lauer,MIL,158.2,43.8%,20.6%, , ,3.2%,16.5%,15.9%, , , ,0.0%,2022.0,2022-01-01
373,Pedro Baez,HOU,2.1,43.7%, , , ,46.5%,9.9%, , , , , ,2022.0,2022-01-01
374,Cody Sedlock,BAL,3.0,43.7%, , , ,42.3%,14.1%, , , , , ,2022.0,2022-01-01
375,Elieser Hernandez,MIA,62.1,43.7%,0.2%, ,6.7%,13.4%,36.1%, , , , , ,2022.0,2022-01-01
376,Darren O'Day,ATL,21.2,43.6%, , ,8.6%, ,47.8%, , , , , ,2022.0,2022-01-01
377,Denyi Reyes,BAL,7.2,43.6%, , , ,15.4%,31.6%,9.4%, , , , ,2022.0,2022-01-01
378,Chris Devenski,- - -,14.2,43.6%, , , ,40.2%,14.9%,1.2%, , , , ,2022.0,2022-01-01
379,Johan Oviedo,- - -,56.0,43.5%, , , ,5.5%,40.1%,10.9%, , , , ,2022.0,2022-01-01
380,Janson Junk,LAA,8.1,43.4%, , , ,3.1%,45.3%,8.2%, , , , ,2022.0,2022-01-01
381,Domingo Acevedo,OAK,67.2,43.3%, , , ,21.9%,34.8%, , , , , ,2022.0,2022-01-01
382,Matthew Festa,SEA,54.0,43.2%, , ,0.1%,0.1%,56.5%, , , , ,0.1%,2022.0,2022-01-01
383,Daniel Lynch,KCR,131.2,43.2%, , ,3.1%,18.3%,30.5%,5.0%, , , , ,2022.0,2022-01-01
384,Phil Maton,HOU,65.2,43.1%, , ,6.5%, ,18.9%,31.1%, , , ,0.4%,2022.0,2022-01-01
385,Patrick Murphy,WSN,5.2,43.0%, , ,26.1%, , ,31.0%, , , , ,2022.0,2022-01-01
386,Chris Martin,- - -,56.0,42.9%,31.7%,9.2%,8.2%, ,7.9%, , , , , ,2022.0,2022-01-01
387,Nick Nelson,PHI,68.2,42.9%, , , ,29.3%,27.6%,0.2%, , , , ,2022.0,2022-01-01
388,Jared Koenig,OAK,39.1,42.9%,22.1%, , ,13.0%, ,22.1%, , , , ,2022.0,2022-01-01
389,Jarlin Garcia,SFG,65.0,42.9%, , , ,28.8%,28.4%, , , , , ,2022.0,2022-01-01
390,Bennett Sousa,CHW,20.1,42.7%, , , , ,57.3%, , , , , ,2022.0,2022-01-01
391,Michael Rucker,CHC,54.2,42.7%,8.3%, ,0.8%,8.5%,21.5%,17.2%, , , ,1.0%,2022.0,2022-01-01
392,Zach Plesac,CLE,131.2,42.7%, , ,0.2%,22.5%,24.2%,10.4%, , , , ,2022.0,2022-01-01
393,Lucas Sims,CIN,6.2,42.6%, , , , ,48.1%,9.3%, , , , ,2022.0,2022-01-01
394,Alexander Wells,BAL,3.2,42.4%, , , ,19.7%,10.6%,27.3%, , , , ,2022.0,2022-01-01
395,Cade Cavalli,WSN,4.1,42.4%, , , ,13.1%,11.1%,33.3%, , , , ,2022.0,2022-01-01
396,Taylor Clarke,KCR,49.0,42.4%, , , ,21.4%,36.2%, , , , , ,2022.0,2022-01-01
397,Zack Wheeler,PHI,153.0,42.4%, ,0.8%,17.1%,0.8%,26.8%,11.9%, , , ,0.1%,2022.0,2022-01-01
398,Matt Batten,SDP,2.0,42.3%, , , ,57.7%, , , , , , ,2022.0,2022-01-01
399,Josh Rogers,WSN,26.1,42.2%, , ,13.1%,9.5%,35.1%, , , , , ,2022.0,2022-01-01
400,Hector Neris,HOU,65.1,42.2%, ,31.0%,20.3%, ,6.5%, , , , , ,2022.0,2022-01-01
401,John Means,BAL,8.0,42.2%, , , ,31.1%,12.6%,14.1%, , , , ,2022.0,2022-01-01
402,Tucker Davidson,- - -,52.0,42.1%, , ,0.9%,4.5%,44.3%,8.2%, , , , ,2022.0,2022-01-01
403,Luis Garcia,HOU,157.1,42.1%,29.3%, ,0.2%,9.4%,8.8%,10.3%, , , , ,2022.0,2022-01-01
404,Edwin Diaz,NYM,62.0,41.9%, , , , ,58.1%, , , , , ,2022.0,2022-01-01
405,Art Warren,CIN,36.0,41.7%, , , , ,58.3%, , , , , ,2022.0,2022-01-01
406,Jay Jackson,ATL,1.1,41.7%, , , , ,58.3%, , , , , ,2022.0,2022-01-01
407,Stephen Nogosek,NYM,22.0,41.6%,31.3%, , ,8.8%,16.4%,1.9%, , , , ,2022.0,2022-01-01
408,Tyler Wells,BAL,103.2,41.6%, , , ,18.4%,32.9%,7.1%, , , , ,2022.0,2022-01-01
409,Silvino Bracho,ATL,4.1,41.5%, , , ,40.0%,18.5%, , , , , ,2022.0,2022-01-01
410,Jose Marte,LAA,11.0,41.5%, , ,9.1%,0.4%,49.1%, , , , , ,2022.0,2022-01-01
411,Trent Thornton,TOR,46.0,41.4%,0.2%, ,4.7%, ,38.6%,15.2%, , , , ,2022.0,2022-01-01
412,Mike Minor,CIN,98.0,41.3%, , ,0.2%,23.2%,24.9%,10.4%, , , , ,2022.0,2022-01-01
413,Roenis Elias,SEA,7.2,41.2%, , ,1.8%,34.2%, ,22.8%, , , , ,2022.0,2022-01-01
414,Austin Voth,- - -,101.2,41.2%,21.8%, , ,0.8%,4.7%,31.5%, , , , ,2022.0,2022-01-01
415,Justin Grimm,OAK,15.1,41.2%, , , , ,42.2%,16.6%, , , , ,2022.0,2022-01-01
416,Austin Gomber,COL,124.2,40.9%, , , ,17.7%,25.1%,16.3%, , , , ,2022.0,2022-01-01
417,Dylan Bundy,MIN,140.0,40.9%, ,18.7%,5.8%, ,24.0%,10.6%, , , , ,2022.0,2022-01-01
418,Will Smith,- - -,59.0,40.9%, , ,0.8%,0.9%,48.2%,9.1%, , , , ,2022.0,2022-01-01
419,Matt Strahm,BOS,44.2,40.8%, , ,12.2%,9.0%,20.8%,17.1%, , , , ,2022.0,2022-01-01
420,Penn Murfee,SEA,69.1,40.8%, , ,8.2%, ,51.0%, , , , , ,2022.0,2022-01-01
421,Anthony Castro,CLE,13.1,40.8%, , ,8.5%,2.3%,48.5%, , , , , ,2022.0,2022-01-01
422,Mike Clevinger,SDP,114.1,40.8%,14.4%, ,11.3%,9.3%,20.9%,3.3%, , , , ,2022.0,2022-01-01
423,Dylan Cease,CHW,184.0,40.7%, ,2.4%, , ,42.9%,13.9%, , , ,0.0%,2022.0,2022-01-01
424,Jeffrey Springs,TBR,135.1,40.5%, , , ,34.7%,24.8%, , , , , ,2022.0,2022-01-01
425,Andrew Bellatti,PHI,54.1,40.4%, , , ,7.1%,52.2%,0.2%, , , , ,2022.0,2022-01-01
426,Dereck Rodriguez,MIN,7.2,40.4%, , , ,8.1%,33.3%,18.2%, , , , ,2022.0,2022-01-01
427,Luis Ortiz,PIT,16.0,40.4%, , ,17.5%,5.1%,37.1%, , , , , ,2022.0,2022-01-01
428,Drew Hutchison,DET,105.1,40.3%, , ,12.5%,10.2%,37.1%, , , , , ,2022.0,2022-01-01
429,Josh Winder,MIN,67.0,40.1%, , ,0.4%,14.1%,33.3%,12.1%, , , , ,2022.0,2022-01-01
430,Clayton Kershaw,LAD,126.1,40.1%, , ,0.3%,0.6%,42.7%,16.3%, , , , ,2022.0,2022-01-01
431,Shane Baz,TBR,27.0,40.1%, , , ,8.3%,37.2%,14.4%, , , , ,2022.0,2022-01-01
432,Robbie Erlin,LAD,2.0,40.0%,15.0%, , ,17.5%, ,27.5%, , , , ,2022.0,2022-01-01
433,Calvin Faucher,TBR,21.1,40.0%,18.2%, ,1.4%, ,26.6%,13.9%, , , , ,2022.0,2022-01-01
434,Louis Head,- - -,28.2,39.9%, , , ,4.6%,55.5%, , , , , ,2022.0,2022-01-01
435,Devin Smeltzer,MIN,70.1,39.6%,9.8%, ,0.6%,25.4%,6.7%,17.8%, , , , ,2022.0,2022-01-01
436,Chris Flexen,SEA,137.2,39.6%,32.8%, , ,16.1%,7.4%,4.1%, , , , ,2022.0,2022-01-01
437,Chase Silseth,LAA,28.2,39.5%, ,27.3%,6.8%, ,21.6%,4.8%, , , , ,2022.0,2022-01-01
438,Max Meyer,MIA,6.0,39.3%, , , ,14.6%,46.1%, , , , , ,2022.0,2022-01-01
439,Robbie Ray,SEA,189.0,39.3%, , ,20.8%,0.7%,37.3%,1.9%, , , , ,2022.0,2022-01-01
440,Francisco Morales,PHI,5.0,39.2%, , , , ,60.8%, , , , , ,2022.0,2022-01-01
441,Matt Swarmer,CHC,34.0,39.1%, , , ,1.8%,59.1%, , , , , ,2022.0,2022-01-01
442,Tony Gonsolin,LAD,130.1,39.1%, ,27.6%, , ,21.4%,11.9%, , , , ,2022.0,2022-01-01
443,Zack Greinke,KCR,137.0,39.0%,0.0%, ,2.4%,16.5%,21.7%,20.2%,0.1%, , , ,2022.0,2022-01-01
444,Miguel Sanchez,MIL,13.1,38.9%, , , ,52.1%,9.0%, , , , , ,2022.0,2022-01-01
445,Josiah Gray,WSN,148.2,38.8%, , ,4.2%,2.8%,29.3%,24.8%, , , , ,2022.0,2022-01-01
446,Pablo Lopez,MIA,180.0,38.7%,9.7%, ,8.2%,35.2%, ,8.1%, , , , ,2022.0,2022-01-01
447,Kirk McCarty,CLE,37.2,38.7%, , , ,7.7%,44.3%,9.4%, , , , ,2022.0,2022-01-01
448,Pierce Johnson,SDP,14.1,38.6%, , , , , ,61.4%, , , , ,2022.0,2022-01-01
449,Nathan Eovaldi,BOS,109.1,38.5%,9.9%,20.9%, , ,12.2%,18.5%, , , , ,2022.0,2022-01-01
450,Brandon Woodruff,MIL,153.1,38.5%, , ,21.4%,16.3%,11.3%,12.6%, , , , ,2022.0,2022-01-01
451,Hyun-Jin Ryu,TOR,27.0,38.5%,13.7%, ,3.5%,23.3%, ,21.0%, , , , ,2022.0,2022-01-01
452,Kutter Crawford,BOS,77.1,38.4%,29.8%,7.3%, , ,7.6%,16.9%, , , , ,2022.0,2022-01-01
453,Dany Jimenez,OAK,34.1,38.4%, , , , ,61.6%, , , , , ,2022.0,2022-01-01
454,Spenser Watkins,BAL,105.1,38.3%,28.2%, ,1.6%,4.4%,17.3%,10.1%, , , , ,2022.0,2022-01-01
455,Raynel Espinal,CIN,4.2,38.2%, , , ,39.5%,22.4%, , , , , ,2022.0,2022-01-01
456,Noe Ramirez,ARI,50.0,38.1%, , , ,30.5%,31.4%, , , , , ,2022.0,2022-01-01
457,Kyle Dowdy,CIN,6.1,37.9%,22.1%, , , ,20.0%,20.0%, , , , ,2022.0,2022-01-01
458,Tanner Scott,MIA,62.2,37.9%, , , , ,62.1%, , , , , ,2022.0,2022-01-01
459,Angel Rondon,STL,5.0,37.8%, , ,15.6%,16.7%,25.6%, , , , ,4.4%,2022.0,2022-01-01
460,Seranthony Dominguez,PHI,51.0,37.8%, , ,32.3%,5.0%,25.0%, , , , , ,2022.0,2022-01-01
461,Devin Williams,MIL,60.2,37.7%, , , ,58.1%,4.2%, , , , , ,2022.0,2022-01-01
462,Tyler Anderson,LAD,178.2,37.7%,22.1%, ,7.3%,31.6%, ,1.2%, , , , ,2022.0,2022-01-01
463,David Peterson,NYM,105.2,37.5%, , ,12.3%,15.9%,29.0%,5.0%, , , ,0.2%,2022.0,2022-01-01
464,Dominic Leone,SFG,49.1,37.2%,27.1%, ,0.2%, ,35.5%, , , , , ,2022.0,2022-01-01
465,Jeff Brigham,MIA,24.0,37.0%, , ,5.5%, ,57.5%, , , , , ,2022.0,2022-01-01
466,Eduardo Rodriguez,DET,91.0,37.0%,24.4%, ,18.1%,16.3%,4.2%, , , , , ,2022.0,2022-01-01
467,Garrett Cleavinger,- - -,23.0,37.0%, , ,16.9%,0.6%,41.3%,4.3%, , , , ,2022.0,2022-01-01
468,Beau Sulser,- - -,22.1,36.9%,23.1%, , ,31.7%, ,8.3%, , , , ,2022.0,2022-01-01
